,Text,Reference,Label,# of Characters,# of Words,# of Verbs,# of Noun,# of Sentence,Average # of Words per Sentence,Average # of Characters per Words,# of Question Marks,% of Subjective Verbs,% of Passive Voice,% of Positive Words,% of Negative Words,# of Unique Wrods/Terms,# of Misspelled Words,# of Causation Terms,% of generalizing terms,% of # and quantifiers,1st person pronouns,2nd and 3rd person pronouns,Exclusive term,# of exclamation marks,Lexical,Singular pronouns(1st person),Group ref pronouns(1st person),2nd 3rd pronouns,# of Characters- sub,# of Words- sub,# of Verbs- sub,# of Noun- sub,# of Sentence- sub,Average # of Words per Sentence- sub,Average # of Characters per Words- sub,# of Question Marks- sub,% of Subjective Verbs- sub,% of Passive Voice- sub,% of Positive Words- sub,% of Negative Words- sub,# of Unique Wrods/Terms- sub,# of Misspelled Words- sub,# of Causation Terms- sub,% of generalizing terms- sub,% of # and quantifiers- sub,1st person pronouns- sub,2nd and 3rd person pronouns- sub,Exclusive term- sub,# of exclamation marks- sub,Lexical- sub,Singular pronouns(1st person)- sub,Group ref pronouns(1st person)- sub,2nd 3rd pronouns- sub,# of Characters- avg sub,# of Words- avg sub,# of Verbs- avg sub,# of Noun- avg sub,# of Sentence- avg sub,Average # of Words per Sentence- avg sub,Average # of Characters per Words- avg sub,# of Question Marks- avg sub,% of Subjective Verbs- avg sub,% of Passive Voice- avg sub,% of Positive Words- avg sub,% of Negative Words- avg sub,# of Unique Wrods/Terms- avg sub,# of Misspelled Words- avg sub,# of Causation Terms- avg sub,% of generalizing terms- avg sub,% of # and quantifiers- avg sub,1st person pronouns- avg sub,2nd and 3rd person pronouns- avg sub,Exclusive term- avg sub,# of exclamation marks- avg sub,Lexical- avg sub,Singular pronouns(1st person)- avg sub,Group ref pronouns(1st person)- avg sub,2nd 3rd pronouns- avg sub
22,"How did an avowed socialist get to the top of the Democratic Party? He is supported by millions of younger voters who have been raised to support Bernie Sanders, even if their parents don't realize it, writes Jake Novak.",Justin Tosi and Brandon Warmke write that this year's Oscar winners extended the long tradition of stars using Hollywood's biggest night to signal both to their peers and to the folks at home that they have the right moral values.,1.0,182,39,11,12,2,19.5,4.666666666666667,1,18.181818181818183,0.0,7.6923076923076925,0.0,33,0,0,0,0,0,1,0,0,33,0,0,1,-9.0,-1.0,6.0,-3.0,0.0,-20.5,-0.11,1.0,18.18,0.0,2.69,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.6,-0.67,0.21,0.37,0.27,-3.06,0.13,0.04,2.76,0.0,-0.02,0.77,0.82,0.0,-0.04,0.15,-0.1,-0.06,-0.06,0.04,0.0,0.82,0.0,-0.02,-0.06
23,"Women's retirement readiness globally has improved only incrementally in the past five years, according to new research. And while the overall score is still low, there are steps that women can take now to make sure they're better financially prepared later.","Heavyweight champion Tyson Fury is no stranger to adversity. He's a member of a persecuted ethnic minority group known as ""Irish Travellers.""",1.0,218,41,9,8,3,20.5,5.317073170731708,0,22.22222222222222,0.0,4.878048780487805,0.0,37,0,0,1,1,0,0,0,0,37,0,0,0,98.0,19.0,5.0,-2.0,0.0,12.83,-0.14,0.0,-2.78,0.0,0.33,-9.09,17.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,4.69,-0.26,0.35,0.23,0.29,-3.07,0.12,0.04,2.9,0.0,0.09,0.6,1.24,0.0,-0.04,0.18,-0.08,-0.07,-0.1,0.04,0.0,1.24,0.0,-0.02,-0.1
24,"Born in 1814, Mary Ellen Pleasant became one of America's first black female self-made millionaires by using the fact that she was often overlooked by wealthy elites to her advantage. Here's her story.",More and more individuals and organizations are launching campaigns to pay off past-due medical bills for people in their community. Here's how it works.,1.0,169,33,6,10,3,16.5,5.121212121212121,0,16.666666666666664,0.0,6.0606060606060606,0.0,29,0,0,0,2,0,5,0,0,29,0,0,5,39.0,9.0,1.0,4.0,0.0,4.5,-0.3,0.0,-3.33,0.0,1.89,0.0,7.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,3.0,4.66,-0.19,0.36,0.17,0.31,-3.24,0.11,0.04,2.82,0.0,0.23,0.45,1.3,0.0,-0.04,0.17,-0.02,-0.07,0.07,0.04,0.0,1.3,0.0,-0.03,0.07
25,"Child care costs have been growing twice as fast as overall inflation in the U.S since the 1990s. In response, several presidential candidates have rolled out proposals to address this burden on American families. Here's a look at where they stand.","They moved to Lebanon to become domestic workers and send money home to their families. Now they've become ""hostages"" of the country's economic crisis.",1.0,208,41,8,11,5,10.5,5.073170731707317,0,12.5,0.0,2.4390243902439024,2.4390243902439024,35,0,0,1,1,0,0,0,0,35,0,0,0,80.0,17.0,3.0,3.0,2.0,-1.5,-0.26,0.0,12.5,0.0,2.44,-1.73,16.0,0.0,0.0,1.0,1.0,0.0,-2.0,0.0,0.0,16.0,0.0,0.0,-2.0,6.13,0.17,0.45,0.16,0.4,-3.62,0.1,0.04,2.58,0.0,0.22,0.41,1.59,0.0,-0.04,0.2,0.0,-0.07,0.03,0.04,0.0,1.59,0.0,-0.03,0.03
26,"While headlines focus on millennials' perceived inability to save for retirement, Americans of all ages are financially strapped: 45% of boomers have nothing saved for retirement and one-third of those between 67 and 72 have postponed leaving the workforce th…","Whether it was using his breakfast money to buy boots, selling clothes to get through school, or earning his first international cap in his late 20s, Chicago Fire's Ugandan international Micheal Azira always had a resourceful approach to life.",1.0,221,40,10,13,1,40.0,5.525,0,10.0,0.0,0.0,2.5,31,0,0,1,3,0,0,0,0,31,0,0,0,16.0,1.0,3.0,0.0,-1.0,1.0,0.27,0.0,-4.29,0.0,-2.56,2.5,0.0,0.0,0.0,0.0,2.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,-4.0,7.97,0.47,0.61,0.23,0.34,-2.89,0.11,0.04,2.26,0.0,0.12,0.37,1.71,0.0,-0.04,0.23,0.09,-0.07,-0.0,0.04,0.0,1.71,0.0,-0.03,-0.0
27,Demonstrators gathered Thursday for a fourth consecutive day on the eastern Greek islands of Lesbos and Chios to protest government plans to build new migrant detention centres.,"15 million children in the US live in poverty -- their families can't cover basic expenses, much less school supplies. The nonprofit 'Kids in Need' is working to change that.",1.0,151,27,3,11,2,27.0,5.592592592592593,0,0.0,0.0,0.0,3.7037037037037033,25,0,0,0,0,0,0,0,0,25,0,0,0,6.0,-3.0,-3.0,2.0,-1.0,12.0,0.76,0.0,-16.67,0.0,0.0,0.37,-2.0,0.0,0.0,0.0,-2.0,0.0,-1.0,0.0,0.0,-2.0,0.0,0.0,-1.0,7.18,0.29,0.5,0.21,0.32,-2.67,0.11,0.04,1.61,0.0,0.03,0.38,1.61,0.0,-0.04,0.21,0.07,-0.07,-0.04,0.04,0.0,1.61,0.0,-0.04,-0.04
0,"Netflix comedy I Am Not Okay With This is a work of low-key dread that recalls a lot of other stories about young women coming of age. It has Carrie’s supernatural angst, Juno’s oddball quirk, and the smart-twee edge of Scott Pilgrim. Sophia Lillis as Syd bri…","Harvey Weinstein's conviction is a landmark event, writes Kara Alaimo, but it's a beginning, not an ending. Alaimo says lawmakers need to do two things now to start to make real change: prioritize laws governing the use of non-disclosure agreements and work h…",0.0,214,47,7,22,3,15.666666666666666,4.553191489361702,0,14.285714285714285,0.0,2.127659574468085,2.127659574468085,41,0,0,0,0,1,0,0,0,41,1,0,0,-4.0,4.0,-4.0,6.0,1.0,-5.83,-0.52,0.0,5.19,0.0,-0.2,2.13,3.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,48.86,15.29,1.64,10.89,0.75,-8.11,-0.71,0.0,-1.65,0.0,-0.3,-1.0,14.82,0.0,-0.04,-0.11,-0.54,0.89,-0.93,0.0,0.0,14.82,1.0,-0.11,-0.93
1,"Hundreds of migrants in Turkey started arriving on the borders with Greece and Bulgaria on Friday after a senior Turkish official said Ankara would no longer abide by a 2016 EU deal and stop refugees from reaching Europe. The migrants, some carrying small chi…","Black voters, particularly those in South Carolina and a handful of other southern states on Super Tuesday, led -- and the Democratic establishment followed. That's why former Vice President Joe Biden is on the verge of becoming the Democratic front-runner. A…",0.0,217,44,7,16,2,22.0,4.931818181818182,0,0.0,0.0,0.0,0.0,38,0,0,1,1,0,0,0,0,38,0,0,0,-3.0,3.0,1.0,1.0,-1.0,8.33,-0.43,0.0,-16.67,0.0,-2.44,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,50.36,13.79,1.64,7.89,0.25,-4.95,-0.52,0.0,-8.79,0.0,-1.36,-2.06,13.32,0.0,-0.04,0.39,-0.04,0.39,-0.93,0.0,0.0,13.32,0.5,-0.11,-0.93
2,The single Xia-class submarine was not a military success.,"Former Democratic presidential candidate Andrew Yang is joining CNN as a political commentator, the network announced Wednesday.",0.0,50,9,1,3,2,9.0,5.555555555555555,0,100.0,0.0,11.11111111111111,0.0,9,0,0,0,0,0,0,0,0,9,0,0,0,-62.0,-8.0,-2.0,-6.0,0.0,-8.0,-1.03,0.0,66.67,0.0,11.11,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,-4.81,1.62,-0.36,2.56,0.08,-8.22,-0.25,0.0,22.16,0.0,1.99,-2.41,3.15,0.0,-0.04,0.23,-0.2,0.23,-0.93,0.0,0.0,3.15,0.33,-0.11,-0.93
3,"South Africa's last apartheid-era president, F.W. De Klerk, on Monday apologised and withdrew a controversial statement that apartheid was not a crime against humanity, following an outcry. De Klerk, 83, shared the Nobel Peace Prize with Nelson Mandela in 199…","Nearly a month after ending his long shot Democratic presidential campaign, Andrew Yang launched on Thursday a nonprofit group focused on making the central ideas of his campaign a reality.",0.0,221,40,5,19,4,10.25,5.525,0,20.0,0.0,0.0,7.5,34,0,0,0,2,0,0,0,0,34,0,0,0,61.0,10.0,1.0,9.0,2.0,-19.75,0.19,0.0,20.0,0.0,0.0,7.5,11.0,0.0,0.0,0.0,2.0,0.0,-2.0,0.0,0.0,11.0,0.0,0.0,-2.0,10.36,3.29,-0.36,3.89,0.5,-9.55,-0.13,0.0,17.64,0.0,0.89,-0.72,4.32,0.0,-0.04,0.14,0.21,0.14,-0.93,0.0,0.0,4.32,0.25,-0.11,-0.93
4,"U.S. President Donald Trump will be shielded from the sight of slums by a newly built wall when he visits the city of Ahmedabad during a visit to India this month. A senior government said the wall was being built for security reasons, not to conceal the slum…","Tennessee Republican lawmakers are pushing back on a proposed three-day tax exemption on feminine hygiene products, saying it would lead to a loss of too much tax revenue.",0.0,213,48,10,18,4,12.25,4.4375,0,20.0,0.0,0.0,0.0,34,0,0,0,0,0,1,0,0,34,0,0,1,69.0,20.0,4.0,9.0,2.0,-15.75,-0.71,0.0,3.33,0.0,-3.57,-3.57,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,17.86,5.89,0.64,4.49,0.75,-9.95,-0.27,0.0,14.92,0.0,0.22,-1.2,5.02,0.0,-0.04,0.09,0.06,0.09,-0.73,0.0,0.0,5.02,0.2,-0.11,-0.73
5,"To escape the confines of his Hong Kong ""coffin home"", or two square meters (21.5 square feet) of living space, Simon Wong usually spends his days ...","In South Carolina, Michael Bloomberg is something of a phantom: He won't be on the ballot in the state's Democratic primary on Saturday, but you can still feel his presence. And the dueling attachments black voters here have to the billionaire reveal a lot ab…",0.0,124,27,4,10,3,13.5,4.592592592592593,0,0.0,0.0,0.0,0.0,21,0,0,1,2,0,2,0,0,21,0,0,2,-92.0,-18.0,-3.0,-7.0,1.0,-9.0,-0.21,0.0,-28.57,0.0,0.0,0.0,-16.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,-16.0,0.0,0.0,0.0,8.02,4.12,0.31,3.56,0.75,-10.0,-0.33,0.0,9.78,0.0,-0.22,-1.52,3.32,0.0,-0.04,0.23,0.3,0.06,-0.43,0.0,0.0,3.32,0.17,-0.11,-0.43
6,"(Bloomberg) -- Afghanistan’s incumbent president, Ashraf Ghani, has been declared the winner of a disputed presidential vote that’s been tainted by accusations of vote-rigging.Ghani led the poll with 50.64% of the 1.8 million votes cast, defeating his top riv…",William J. Barber and Liz Theoharis write that there is untapped potential among the voting bloc of 23 million poor and low-income voters that remains largely ignored by the major political parties.,0.0,222,39,9,15,4,10.5,5.6923076923076925,0,22.22222222222222,0.0,10.256410256410255,7.6923076923076925,31,0,0,0,3,0,1,0,0,31,0,0,1,55.0,7.0,4.0,6.0,1.0,-5.5,0.47,0.0,2.22,0.0,10.26,4.57,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,15.0,4.57,0.79,3.61,0.89,-10.47,-0.23,0.0,9.28,0.0,0.93,-0.65,3.54,0.0,-0.04,0.18,0.61,0.04,-0.36,0.0,0.0,3.54,0.14,-0.11,-0.36
7,"Families of hundreds of Filipino crew members still stuck on board the coronavirus-stricken Diamond Princess cruise ship are increasingly worried for their relatives' health, as the Philippines postponed on Saturday a scheduled trip to bring them home. The ve…","Amid bipartisan congressional backlash, the Education Department said Wednesday that it would delay a rule change that would slash funding for rural, low-income schools across the US.",0.0,222,39,6,16,2,19.5,5.6923076923076925,0,16.666666666666664,0.0,0.0,5.128205128205128,33,0,0,0,0,0,2,0,0,33,0,0,2,65.0,12.0,1.0,6.0,0.0,-7.5,-0.12,0.0,16.67,0.0,0.0,1.42,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,1.0,20.23,4.91,0.77,3.77,0.75,-9.7,-0.14,0.0,8.21,0.0,0.51,-0.32,3.95,0.0,-0.04,0.14,0.46,0.02,-0.18,0.0,0.0,3.95,0.12,-0.11,-0.18
8,Our reporter ventured into Taliban-held territory to speak in person with jihadi fighters. They are not of one mind on peace in Afghanistan.,Mitch Landrieu offers 2020 Democrats pointers on how to connect with southern voters ahead of primary elections.,0.0,118,23,3,9,3,11.5,5.130434782608695,0,33.33333333333333,0.0,4.3478260869565215,0.0,21,0,0,0,1,0,1,0,0,21,0,0,1,22.0,6.0,1.0,3.0,1.0,-5.5,-0.52,0.0,33.33,0.0,4.35,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,12.75,3.4,0.42,3.12,0.75,-9.98,-0.14,0.0,9.23,0.0,0.67,-0.63,2.93,0.0,-0.04,0.12,0.46,0.0,-0.15,0.0,0.0,2.93,0.11,-0.11,-0.15
9,"Former Vice President Joe Biden clearly came out of Super Tuesday as its biggest winner. Despite having money troubles, organizational issues, and a tendency to spout gaffes nearly every day, Biden rolled to victory in nine — possibly 10 — of the 14 states up…",A federal appeals court on Wednesday upheld a ruling giving Florida ex-felons the right to vote regardless of fines and fees associated with their convictions.,0.0,216,45,4,18,2,22.5,4.8,0,0.0,0.0,6.666666666666667,4.444444444444445,37,0,0,0,3,0,1,0,0,37,0,0,1,81.0,20.0,0.0,8.0,0.0,-2.5,-0.6,0.0,0.0,0.0,-1.33,4.44,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,16.56,4.39,0.24,3.49,0.65,-9.11,-0.18,0.0,6.72,0.0,1.03,-0.43,3.72,0.0,-0.04,0.09,0.66,-0.01,-0.13,0.0,0.0,3.72,0.1,-0.11,-0.13
10,"Armed groups operating across Africa’s Sahel region are looting hundreds of cultural and archaeological sites in the same way as Isil did in Syria, experts have warned. Over the last few years, government forces have retreated from vast areas of Mali, Burkina…","Militant progressives may be willing to gamble the future of the republic on the illusory chance of seeing their democratic socialist hero 'occupy White House,' writes Garry Kasparov, who hopes the majority will prevail. Even if you love Bernie Sanders and ag…",0.0,219,42,9,18,2,21.0,5.214285714285714,0,11.11111111111111,0.0,0.0,4.761904761904762,34,0,0,1,0,0,0,0,0,34,0,0,0,0.0,0.0,-1.0,5.0,0.0,0.0,0.0,0.0,1.11,0.0,-7.14,2.38,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,19.95,4.92,0.55,3.8,0.57,-8.54,-0.16,0.0,5.67,0.0,0.71,-0.25,4.09,0.0,-0.04,0.17,0.56,-0.02,-0.2,0.0,0.0,4.09,0.09,-0.11,-0.2
11,"Blacks who are the descendants of slaves and black immigrants have divergent histories, levels of wealth","When the World Health Organization declared the outbreak of the novel coronavirus a public health emergency of international concern, it did so over fears that smaller or less-developed countries would struggle to contain the virus.",0.0,89,16,2,7,1,16.0,5.5625,0,50.0,0.0,0.0,12.5,14,0,0,0,0,0,0,0,0,14,0,0,0,-109.0,-19.0,-3.0,-4.0,-1.0,-19.0,-0.09,0.0,50.0,0.0,0.0,-7.5,-15.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-15.0,0.0,0.0,-1.0,11.94,3.2,0.23,3.14,0.42,-8.47,-0.13,0.0,8.04,0.0,0.45,0.56,2.74,0.0,-0.04,0.14,0.46,-0.02,-0.26,0.0,0.0,2.74,0.08,-0.11,-0.26
12,"Hundreds of refugees and migrants in Turkey have begun heading for the country’s land and sea borders with Greece, buoyed by Turkish officials’ statements indicating they will not be hindered from crossing the frontier to head into Europe. The move comes a da…","A major part of the Affordable Care Act -- the expansion of the Medicaid program -- may be linked to lower rates of women dying in pregnancy, childbirth or about six weeks postpartum, according to a new study.",0.0,218,43,12,17,2,21.5,5.069767441860465,0,8.333333333333332,0.0,0.0,0.0,39,0,0,0,0,0,0,0,0,39,0,0,0,46.0,5.0,7.0,3.0,0.0,-16.5,0.54,0.0,-11.67,0.0,0.0,-2.63,11.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,15.09,3.82,0.72,3.35,0.37,-8.0,-0.13,0.0,6.83,0.0,0.23,0.27,3.51,0.0,-0.04,0.12,0.39,-0.03,-0.31,0.0,0.0,3.51,0.08,-0.11,-0.31
13,"Contending his ""unheard of"" move regarding Roger Stone, Donald Trump's convicted friend, over 1,000 former Justice Department employees called for Attorney General William Barr to resign because his actions resemble those of ""autocracies.""The group of former …","Wazhma Frogh writes that as the US nears a deal with the Taliban, she grows increasingly uneasy that Afghanistan will come to resemble the early 1990s, when civil war and extremist forces came to dominate her country's politics and people.",0.0,224,37,6,17,2,19.0,6.054054054054054,0,0.0,0.0,0.0,0.0,31,0,1,0,1,0,2,0,0,31,0,0,2,24.0,-3.0,-2.0,5.0,0.0,-21.0,1.05,0.0,0.0,0.0,-2.5,-5.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,18.21,3.93,0.71,3.54,0.32,-7.77,-0.07,0.0,5.21,0.0,0.04,0.03,3.61,0.0,0.04,0.11,0.39,-0.04,-0.21,0.0,0.0,3.61,0.07,-0.11,-0.21
14,Sanders is having an easier time making the case for his brand of economic populism while facing a billionaire who's trying to buy the election.,"A handful of students, teachers, advocacy groups and parents sued the State of California two years ago, alleging the state deprived students from disadvantaged communities the opportunity to learn basic reading and writing skills.",0.0,120,25,7,7,2,25.0,4.8,0,14.285714285714285,0.0,4.0,0.0,23,0,0,0,0,0,1,0,0,23,0,0,1,-78.0,-9.0,2.0,-8.0,0.0,-9.0,-1.02,0.0,14.29,0.0,4.0,-8.82,-4.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,-4.0,0.0,0.0,1.0,13.99,3.22,0.78,3.03,0.28,-7.17,-0.09,0.0,4.75,0.0,0.14,-0.18,3.15,0.0,0.03,0.09,0.33,-0.04,-0.2,0.0,0.0,3.15,0.07,-0.11,-0.2
15,"Yes, the Dow is at a record high and unemployment rates are lower than they have been in decades – but 140 million people are also poor or low wealthRather than offer a report on the State of the Union, Donald Trump used his annual primetime slot in the House…","The new rule essentially creates a wealth test for immigrants that is based on factors like their age, health, education, income and resources.",0.0,211,50,8,14,1,50.0,4.22,0,50.0,0.0,0.0,2.0,38,1,0,0,2,0,1,0,0,38,0,0,1,90.0,27.0,5.0,4.0,-1.0,27.0,-1.04,0.0,16.67,0.0,-4.35,2.0,15.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.98,4.16,0.89,3.02,0.19,-5.08,-0.15,0.0,6.58,0.0,-0.02,-0.24,3.7,0.06,0.03,0.08,0.4,-0.04,-0.18,0.0,0.0,3.7,0.06,-0.11,-0.18
16,Central Americans asylum seekers sent to Mexico by the United States to await their U.S. court dates increasingly become the victims of kidnappings and other...,"Vermont Sen. Bernie Sanders' praise for a 1960s literacy program in Cuba is suddenly at the center of the 2020 presidential race, with critics excoriating the self-described democratic socialist candidate for the remarks.",0.0,136,25,5,9,4,8.666666666666666,5.44,0,0.0,0.0,0.0,0.0,21,0,0,0,0,0,1,0,0,21,0,0,1,-53.0,-8.0,3.0,-4.0,1.0,-7.83,-0.29,0.0,-50.0,0.0,-3.03,-3.03,-6.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-6.0,0.0,0.0,1.0,13.33,3.52,0.82,2.72,0.28,-5.67,-0.13,0.0,5.26,0.0,-0.16,-0.41,3.17,0.06,0.02,0.07,0.35,-0.05,-0.16,0.0,0.0,3.17,0.06,-0.11,-0.16
17,"China is transferring tens of thousands of Uighur detainees out of internment camps and into factories that supply some of the world's leading brands, an Australian think tank said Monday. Top global brands such as Apple, BMW and Sony have been accused of get…","Durable and versatile enough to act as a picnic blanket, beach towel or stylish scarf, this towel is life-changing for frequent travelers.",0.0,217,44,8,18,2,22.0,4.931818181818182,0,25.0,0.0,2.272727272727273,2.272727272727273,37,0,0,1,0,0,0,0,0,37,0,0,0,100.0,22.0,6.0,11.0,0.0,0.0,-0.39,0.0,-25.0,0.0,-11.36,2.27,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,15.47,4.01,0.92,2.95,0.25,-5.46,-0.14,0.0,5.47,0.0,-0.16,-0.43,3.6,0.06,0.02,0.12,0.3,-0.05,-0.21,0.0,0.0,3.6,0.06,-0.11,-0.21
18,"The United States is preparing to impose more sanctions on Venezuela's oil sector, President Donald Trump said on Tuesday, in an attempt to choke financing to President Nicolas Maduro's government. ""You will be seeing something on that in the not too distant …","The coronavirus that has devastated China is also hurting the small businesses that shape everyday life in every corner of the world. The food we eat, the work we do and the clothes we wear -- many are reminders of the vital role China plays in the global eco…",0.0,218,43,8,18,2,21.5,5.069767441860465,0,25.0,0.0,0.0,4.651162790697675,33,0,0,0,0,0,0,0,0,33,0,0,0,6.0,-6.0,-2.0,5.0,0.0,-3.0,0.74,0.0,5.0,0.0,-2.04,0.57,3.0,0.0,0.0,-1.0,0.0,-3.0,0.0,0.0,0.0,3.0,0.0,-3.0,0.0,17.44,4.39,1.01,3.16,0.22,-5.29,-0.15,0.0,5.66,0.0,-0.28,-0.33,3.77,0.05,0.02,0.1,0.25,-0.05,-0.24,0.0,0.0,3.77,0.05,-0.11,-0.24
19,"Democratic presidential candidates gathered Sunday in this crucible of the civil rights movement to appeal for black support in a town where demonstrators were once beaten for marching for the right to vote. Two days before the crucial Super Tuesday vote, the…","A neo-fascist party, whose leader is on trial for hate speech, has big hopes for the general election in Slovakia this weekend.",0.0,219,42,6,14,2,21.0,5.214285714285714,0,16.666666666666664,0.0,7.142857142857142,0.0,32,0,0,0,1,0,0,0,0,32,0,0,0,113.0,20.0,4.0,5.0,0.0,-1.0,0.4,0.0,-33.33,0.0,7.14,-4.55,12.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,19.26,4.69,0.99,3.14,0.2,-5.16,-0.14,0.0,5.41,0.0,-0.03,-0.47,3.87,0.05,0.01,0.09,0.26,-0.06,-0.28,0.0,0.0,3.87,0.05,-0.11,-0.28
20,"""I think income inequality is a very big problem. But the bigger problem is, you can take money from the rich and move it over to the poor,"" he sai...","Jill Filipovic responds to the recording of Michael Bloomberg, recently surfaced and reportedly from 2015, describing stop-and-frisk and policing in highly racialized terms. If you need proof that Michael Bloomberg is the absolute wrong person to lead the div…",0.0,121,30,7,5,3,15.0,4.033333333333333,0,14.285714285714285,0.0,3.3333333333333335,13.333333333333334,27,0,0,0,0,0,3,0,0,27,0,0,3,-101.0,-9.0,-1.0,-6.0,1.0,-4.5,-1.66,0.0,1.79,0.0,0.77,10.77,-3.0,0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,-3.0,0.0,0.0,2.0,16.24,4.38,1.02,2.7,0.23,-5.34,-0.19,0.0,5.08,0.0,0.02,0.04,3.73,0.05,0.01,0.08,0.23,-0.06,-0.17,0.0,0.0,3.73,0.05,-0.11,-0.17
21,"Hong Kong's disabled residents and their carers say they feel increasingly trapped in their apartments and abandoned by authorities as the coronavirus-struck city is engulfed with panic-buying and face mask shortages. For the last fortnight, queues have sprun…","Ousted Egyptian leader Hosni Mubarak, who ruled his country with an iron fist for nearly three decades, has died at age 91, state media said on Tuesday.",0.0,223,38,8,13,2,19.0,5.868421052631579,0,12.5,0.0,0.0,5.263157894736842,31,0,0,0,0,0,2,0,0,31,0,0,2,97.0,11.0,3.0,2.0,0.0,-8.0,1.2,0.0,12.5,0.0,0.0,-2.14,4.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,18.13,4.47,1.1,2.67,0.2,-5.31,-0.16,0.0,4.69,0.0,-0.09,0.13,3.78,0.05,0.01,0.07,0.19,-0.06,-0.11,0.0,0.0,3.78,0.05,-0.11,-0.11
22,The amount of land in Colombia being used to harvest coca — the plant used to make cocaine — is still at a record high despite a renewed campaign to manually...,Justin Tosi and Brandon Warmke write that this year's Oscar winners extended the long tradition of stars using Hollywood's biggest night to signal both to their peers and to the folks at home that they have the right moral values.,0.0,130,31,7,9,2,31.0,4.193548387096774,0,14.285714285714285,0.0,3.225806451612903,0.0,22,0,0,0,0,0,0,0,0,22,0,0,0,-61.0,-9.0,2.0,-6.0,0.0,-9.0,-0.58,0.0,14.29,0.0,-1.77,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-8.0,0.0,0.0,-1.0,15.81,4.24,1.12,2.46,0.18,-4.77,-0.2,0.0,4.41,0.0,-0.06,-0.01,3.43,0.04,0.01,0.07,0.16,-0.06,-0.15,0.0,0.0,3.43,0.04,-0.11,-0.15
23,"As the bunch of brightly-coloured balloons floated into Gaza's evening sky, there was a piercing crackle of gunfire. Moments earlier, the balloons had been launched by a group of masked young Palestinian men huddled near the Al-Bureij refugee camp. Explosives…","Heavyweight champion Tyson Fury is no stranger to adversity. He's a member of a persecuted ethnic minority group known as ""Irish Travellers.""",0.0,221,40,6,15,3,13.333333333333334,5.525,0,33.33333333333333,0.0,0.0,0.0,30,0,0,0,0,0,0,0,0,30,0,0,0,101.0,18.0,2.0,5.0,0.0,5.67,0.07,0.0,8.33,0.0,-4.55,-9.09,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,17.48,4.41,1.1,2.52,0.21,-5.0,-0.18,0.0,4.96,0.0,-0.15,-0.14,3.45,0.04,0.01,0.06,0.13,-0.07,-0.18,0.0,0.0,3.45,0.04,-0.11,-0.18
