,Text,Reference,Label,# of Characters,# of Words,# of Verbs,# of Noun,# of Sentence,Average # of Words per Sentence,Average # of Characters per Words,# of Question Marks,% of Subjective Verbs,% of Passive Voice,% of Positive Words,% of Negative Words,# of Unique Wrods/Terms,# of Misspelled Words,# of Causation Terms,% of generalizing terms,% of # and quantifiers,1st person pronouns,2nd and 3rd person pronouns,Exclusive term,# of exclamation marks,Lexical,Singular pronouns(1st person),Group ref pronouns(1st person),2nd 3rd pronouns,# of Characters- sub,# of Words- sub,# of Verbs- sub,# of Noun- sub,# of Sentence- sub,Average # of Words per Sentence- sub,Average # of Characters per Words- sub,# of Question Marks- sub,% of Subjective Verbs- sub,% of Passive Voice- sub,% of Positive Words- sub,% of Negative Words- sub,# of Unique Wrods/Terms- sub,# of Misspelled Words- sub,# of Causation Terms- sub,% of generalizing terms- sub,% of # and quantifiers- sub,1st person pronouns- sub,2nd and 3rd person pronouns- sub,Exclusive term- sub,# of exclamation marks- sub,Lexical- sub,Singular pronouns(1st person)- sub,Group ref pronouns(1st person)- sub,2nd 3rd pronouns- sub,# of Characters- avg sub,# of Words- avg sub,# of Verbs- avg sub,# of Noun- avg sub,# of Sentence- avg sub,Average # of Words per Sentence- avg sub,Average # of Characters per Words- avg sub,# of Question Marks- avg sub,% of Subjective Verbs- avg sub,% of Passive Voice- avg sub,% of Positive Words- avg sub,% of Negative Words- avg sub,# of Unique Wrods/Terms- avg sub,# of Misspelled Words- avg sub,# of Causation Terms- avg sub,% of generalizing terms- avg sub,% of # and quantifiers- avg sub,1st person pronouns- avg sub,2nd and 3rd person pronouns- avg sub,Exclusive term- avg sub,# of exclamation marks- avg sub,Lexical- avg sub,Singular pronouns(1st person)- avg sub,Group ref pronouns(1st person)- avg sub,2nd 3rd pronouns- avg sub
10,"Davina McLeod, who plays hockey with the Southern Alberta Institute of Technology Trojans, says they were playing against the Red Deer Queens when one of the opposing team's players called her a racist name.","Inspirational, but tough as nails, Monica Aldama is a coach you don't want to mess about with or disappoint.",1.0,174.0,34.0,7.0,14.0,2.0,34.0,5.117647058823529,0.0,14.285714285714285,0.0,0.0,2.941176470588235,29.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,29.0,0.0,0.0,2.0,84.0,15.0,3.0,8.0,0.0,15.0,0.38,0.0,-10.71,0.0,-5.26,-7.59,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,1.0,23.27,2.29,0.28,3.16,-0.24,4.3,0.42,-0.01,3.65,0.0,-0.19,1.37,0.07,-0.27,-0.03,-0.2,-0.16,-0.04,-0.35,-0.01,0.0,0.07,0.08,-0.05,-0.35
11,Tom Salisbury didn’t think much of his chest cold when he got it in January 2014. He would later learn it was the first symptom of a rare disease that could have killed him.,Take a look at 26 amazing sports photos from February 23 through March 1.,1.0,140.0,34.0,8.0,9.0,3.0,17.0,4.117647058823529,0.0,12.5,0.0,0.0,8.823529411764707,30.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,30.0,0.0,0.0,4.0,80.0,20.0,7.0,4.0,1.0,3.0,-0.17,0.0,12.5,0.0,-7.14,8.82,16.0,0.0,0.0,0.0,-2.0,0.0,4.0,0.0,0.0,16.0,0.0,0.0,4.0,20.68,2.49,0.54,2.69,-0.16,3.5,0.31,-0.01,3.37,0.0,-0.42,1.79,0.46,-0.27,-0.03,-0.2,-0.12,-0.04,-0.07,-0.01,0.0,0.46,0.07,-0.05,-0.07
12,"Through role play, games and discussions they’re tackling subjects like domestic violence, consent, sexual health, and stereotypes of masculinity.","President Donald Trump is expected to attend the Daytona 500 on Sunday, adding to his growing list of appearances at professional sports events over the last few months.",1.0,128.0,19.0,2.0,10.0,2.0,19.0,6.7368421052631575,0.0,0.0,0.0,5.263157894736842,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,-14.0,-9.0,-3.0,0.0,0.0,-9.0,1.67,0.0,-20.0,0.0,5.26,0.0,-7.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,-7.0,0.0,0.0,-1.0,17.57,1.51,0.3,2.37,-0.18,2.97,0.41,-0.01,2.17,0.0,-0.22,1.47,-0.2,-0.27,-0.03,-0.2,-0.16,-0.04,-0.14,-0.01,0.0,-0.2,0.07,-0.05,-0.14
13,"'I have an aggressive sense of humour, I'm not going to apologize for that,' says Spittin' Chiclets podcast star Paul Bissonnette.",The organizers of last month's cross-country skiing world cup in Nove Mesto na Morave had just enough snow to cover roughly 4 kilometers (2.5 miles) of ski tracks.,1.0,110.0,21.0,6.0,7.0,2.0,21.0,5.238095238095238,0.0,0.0,0.0,4.761904761904762,4.761904761904762,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,-26.0,-7.0,4.0,-5.0,-1.0,6.5,0.38,0.0,0.0,0.0,1.19,4.76,-5.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,13.62,0.82,0.39,1.88,-0.19,2.66,0.39,-0.01,1.13,0.0,-0.08,1.54,-0.49,-0.27,-0.03,-0.2,-0.19,-0.04,-0.2,-0.01,0.0,-0.49,0.06,-0.05,-0.2
14,"Asia reported hundreds of new coronavirus cases on Wednesday, including the first U.S. soldier to be infected, as outbreaks in Italy and Iran spread to more countries.","NBA legend Kobe Bryant and his 13-year-old daughter, Gianna, were buried Friday at a Southern California cemetery following their deaths January 26 in a helicopter crash, death certificates released Tuesday by Los Angeles County officials show.",1.0,141.0,27.0,5.0,11.0,4.0,9.333333333333334,5.222222222222222,0.0,20.0,0.0,0.0,3.7037037037037033,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,-68.0,-9.0,-1.0,-9.0,2.0,-26.67,-0.58,0.0,3.33,0.0,0.0,-1.85,-9.0,0.0,0.0,0.0,-1.0,0.0,-2.0,0.0,0.0,-9.0,0.0,0.0,-2.0,12.27,0.61,0.39,1.72,-0.06,1.62,0.38,-0.01,1.57,0.0,-0.27,1.53,-0.47,-0.27,-0.03,-0.2,-0.22,-0.04,-0.26,-0.01,0.0,-0.47,0.06,-0.05,-0.26
15,"Mainland China reported Wednesday 1,749 new cases and 136 additional deaths. While the overall spread of the COVID-19 illness has been slowing, the situation remains severe in Hubei province, which has Wuhan as its capital.","A memorial service honoring baseball coach John Altobelli, his wife, Keri, and their daughter Alyssa will be held Monday at Angel Stadium in Anaheim, California, two weeks after they died in a helicopter crash that also killed Kobe Bryant, his daughter Gianna…",1.0,189.0,35.0,6.0,13.0,3.0,17.5,5.4,0.0,16.666666666666664,0.0,0.0,5.714285714285714,30.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,30.0,0.0,0.0,1.0,-30.0,-7.0,0.0,-8.0,2.0,-24.5,0.19,0.0,0.0,0.0,-2.38,-1.43,-6.0,0.0,0.0,1.0,1.0,0.0,-2.0,0.0,0.0,-6.0,0.0,0.0,-2.0,14.08,0.93,0.46,1.71,-0.02,1.21,0.37,-0.01,1.75,0.0,-0.45,1.64,-0.14,-0.27,-0.03,-0.14,-0.12,-0.04,-0.24,-0.01,0.0,-0.14,0.05,-0.05,-0.24
16,"The sudden rise in cases of novel coronavirus in Italy, Iran and South Korea is ""deeply concerning,"" but the virus can still be contained and does not amount to a pandemic, the World Health Organization (WHO) chief says.","Had Klages acted on a complaint decades ago, dozens of athletes might have been spared from sexual abuse, a former gymnast says. Now, 23 years after reporting Nassar's abuse, Larissa Boyce is confronting Klages again -- this time in court.",1.0,183.0,38.0,8.0,14.0,2.0,38.0,4.815789473684211,0.0,25.0,0.0,0.0,2.631578947368421,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,-17.0,-2.0,-1.0,-2.0,-1.0,18.0,-0.18,0.0,2.78,0.0,0.0,-4.87,-2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,15.32,1.39,0.63,1.76,-0.04,2.06,0.34,-0.01,2.4,0.0,-0.6,1.56,0.27,-0.27,-0.03,-0.14,-0.15,-0.04,-0.28,-0.01,0.0,0.27,0.05,-0.05,-0.28
18,"Swedish sports car manufacturer Koenigsegg unveiled the Gemera, its first four-seat supercar that's billed as being perfect for ""family trips"" and will reportedly cost $1.9 million. It's also a hybrid.","En un comunicado, el organismo rector de la F1, la FIA, dijo que el promotor del Gran Premio de China, Juss Sports Group, solicitó oficialmente el aplazamiento después de las conversaciones en curso con las autoridades deportivas del país.",1.0,172.0,30.0,7.0,9.0,4.0,10.333333333333334,5.733333333333333,0.0,0.0,0.0,3.3333333333333335,0.0,30.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,30.0,0.0,0.0,1.0,-29.0,-9.0,6.0,-15.0,2.0,-28.67,0.58,0.0,0.0,0.0,3.33,0.0,3.0,-4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,17.2,1.86,0.91,1.7,0.06,1.79,0.32,-0.01,1.5,0.0,-0.52,1.02,0.97,-0.25,-0.03,-0.14,-0.11,-0.04,-0.25,-0.01,0.0,0.97,0.04,-0.05,-0.25
19,"Billionaire Microsoft co-founder Bill Gates recently revealed that he's the proud new owner of a Porsche Taycan, the German luxury automaker's first-ever fully electric sports car. Elon Musk, fellow billionaire and CEO of rival electric automaker Tesla, was n…",(CNN Español)– Esta ha sido la cifra más alta por un objeto subastado por la NBA. Fue la camiseta que utilizó LeBron durante el Juego de las Estrellas de este año.La subasta con fines benéficos comenzó el 17 de febrero en la página web de la NBA y fue la cami…,1.0,222.0,39.0,3.0,18.0,2.0,19.5,5.6923076923076925,0.0,33.33333333333333,0.0,5.128205128205128,2.564102564102564,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,12.0,-12.0,1.0,-12.0,-1.0,2.17,1.57,0.0,33.33,0.0,5.13,2.56,-4.0,-14.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,20.05,2.26,0.78,1.95,0.04,1.56,0.33,-0.01,2.48,0.0,-0.39,0.98,1.31,-0.25,-0.03,-0.14,-0.14,-0.04,-0.29,-0.01,0.0,1.31,0.04,-0.05,-0.29
20,"Built in 1863, the five bedroom and three-and-a-half bathroom house has a kitchen designed by Dale Earnhardt Jr. himself, made to resemble a pirate ship.","Los Angeles Galaxy confirmó que el jugador recibió una visa clase P-1, la que habitualmente se emite para los deportistas que se destacan por sus habilidades, logros o trayectoria.",1.0,129.0,25.0,5.0,9.0,3.0,12.5,5.16,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,-23.0,-4.0,3.0,-11.0,1.0,-16.5,-0.08,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,18.21,1.95,0.77,1.73,0.07,1.02,0.32,-0.01,1.78,0.0,-0.51,0.82,1.14,-0.25,-0.03,-0.14,-0.06,-0.04,-0.32,-0.01,0.0,1.14,0.04,-0.05,-0.32
21,"After more than two decades as professional tennis, Serena Williams has never been shy about speaking out on issues, despite getting flak for it. ""You know, I take things head on,"" she tells CNBC Make It.",Los ultramaratonistas y otros corredores de resistencia tomen nota: no se puede confiar en bebidas y suplementos deportivos con electrolitos para mantener los niveles de sal esenciales en equilibrio y prevenir enfermedades durante y después de estas agotadora…,1.0,169.0,36.0,7.0,10.0,3.0,18.0,4.694444444444445,0.0,14.285714285714285,0.0,0.0,5.555555555555555,36.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,36.0,1.0,0.0,1.0,-54.0,-2.0,4.0,-12.0,2.0,-20.0,-1.17,0.0,14.29,0.0,0.0,5.56,7.0,-5.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0,18.34,2.17,0.85,1.59,0.09,0.77,0.29,-0.01,1.79,0.0,-0.62,0.93,1.58,-0.25,-0.03,-0.1,-0.04,0.0,-0.31,-0.01,0.0,1.58,0.08,-0.05,-0.31
22,"Performance technology company Hyperice announced it acquired NormaTec, makers of a popular leg recovery system used by professional athletes.",Italian Prime Minister Giuseppe Conte signed a decree early Sunday that will put millions of people across   northern Italy under lockdown due to the novel coronavirus.,1.0,124.0,19.0,3.0,10.0,2.0,19.0,6.526315789473684,0.0,0.0,0.0,10.526315789473683,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,1.0,-17.0,-7.0,0.0,1.0,0.0,-7.0,1.1,0.0,0.0,0.0,10.53,0.0,-7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-7.0,0.0,0.0,1.0,16.52,1.63,0.74,1.46,0.08,0.59,0.34,-0.01,1.18,0.0,-0.27,0.78,1.24,-0.25,-0.03,-0.11,-0.07,0.0,-0.29,-0.01,0.0,1.24,0.08,-0.05,-0.29
23,Sparta Science's partnership with the NFL helps the league collect data on players at the Scouting Combine which can be used to predict and prevent future injuries.,"The captain of the celebrated 1980 Olympic men's ice hockey team told CNN on Thursday that ""it's unfortunate"" the players from the legendary team have faced so much online backlash after their appearance at President Donald Trump's rally.",1.0,138.0,27.0,6.0,11.0,2.0,27.0,5.111111111111111,0.0,16.666666666666664,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,-63.0,-11.0,2.0,-6.0,0.0,-11.0,-0.18,0.0,16.67,0.0,-5.26,-2.63,-9.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-9.0,0.0,0.0,-1.0,15.42,1.46,0.77,1.37,0.06,0.76,0.33,-0.01,1.31,0.0,-0.39,0.65,1.14,-0.25,-0.03,-0.11,-0.09,0.0,-0.32,-0.01,0.0,1.14,0.07,-0.05,-0.32
24,"Marvin is a family-owned manufacturing company headquartered in Warroad, Minnesota. The business is turning to Silicon Valley for ideas on how to attract workers.","If you've had the urge to hear from Rod Blagojevich directly after President Donald Trump commuted his sentence, you're in luck -- but it will cost you.",1.0,139.0,24.0,5.0,10.0,3.0,12.0,5.791666666666667,0.0,40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,13.0,-3.0,-2.0,2.0,1.0,-15.0,1.12,0.0,40.0,0.0,-3.7,0.0,-7.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-7.0,0.0,0.0,-2.0,14.46,1.19,0.76,1.26,0.08,0.32,0.34,-0.01,2.37,0.0,-0.49,0.53,0.89,-0.26,-0.03,-0.11,-0.11,-0.0,-0.35,-0.01,0.0,0.89,0.07,-0.05,-0.35
25,"Before ""Shark Tank"" star and Dallas Mavericks owner Mark Cuban became a billionaire in 1999, he experienced a string of failures. But if you ask him, past mistakes don't matter.","Ben Affleck knows full well that people will draw parallels between his life and his role as an alcoholic construction worker turned high school basketball coach in his new film, ""The Way Back.""",1.0,148.0,30.0,5.0,13.0,3.0,15.0,4.933333333333334,0.0,0.0,0.0,0.0,6.666666666666667,28.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,28.0,0.0,0.0,2.0,-14.0,-3.0,1.0,-1.0,1.0,-2.0,0.02,0.0,0.0,0.0,-3.03,6.67,-2.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-2.0,0.0,0.0,-1.0,13.91,1.18,0.75,1.27,0.11,0.02,0.33,-0.01,1.8,0.0,-0.59,0.68,0.96,-0.26,-0.03,-0.12,-0.09,-0.0,-0.3,-0.01,0.0,0.96,0.07,-0.05,-0.3
