,Text,Reference,Label,# of Characters,# of Words,# of Verbs,# of Noun,# of Sentence,Average # of Words per Sentence,Average # of Characters per Words,# of Question Marks,% of Subjective Verbs,% of Passive Voice,% of Positive Words,% of Negative Words,# of Unique Wrods/Terms,# of Misspelled Words,# of Causation Terms,% of generalizing terms,% of # and quantifiers,1st person pronouns,2nd and 3rd person pronouns,Exclusive term,# of exclamation marks,Lexical,Singular pronouns(1st person),Group ref pronouns(1st person),2nd 3rd pronouns,# of Characters- sub,# of Words- sub,# of Verbs- sub,# of Noun- sub,# of Sentence- sub,Average # of Words per Sentence- sub,Average # of Characters per Words- sub,# of Question Marks- sub,% of Subjective Verbs- sub,% of Passive Voice- sub,% of Positive Words- sub,% of Negative Words- sub,# of Unique Wrods/Terms- sub,# of Misspelled Words- sub,# of Causation Terms- sub,% of generalizing terms- sub,% of # and quantifiers- sub,1st person pronouns- sub,2nd and 3rd person pronouns- sub,Exclusive term- sub,# of exclamation marks- sub,Lexical- sub,Singular pronouns(1st person)- sub,Group ref pronouns(1st person)- sub,2nd 3rd pronouns- sub,# of Characters- avg sub,# of Words- avg sub,# of Verbs- avg sub,# of Noun- avg sub,# of Sentence- avg sub,Average # of Words per Sentence- avg sub,Average # of Characters per Words- avg sub,# of Question Marks- avg sub,% of Subjective Verbs- avg sub,% of Passive Voice- avg sub,% of Positive Words- avg sub,% of Negative Words- avg sub,# of Unique Wrods/Terms- avg sub,# of Misspelled Words- avg sub,# of Causation Terms- avg sub,% of generalizing terms- avg sub,% of # and quantifiers- avg sub,1st person pronouns- avg sub,2nd and 3rd person pronouns- avg sub,Exclusive term- avg sub,# of exclamation marks- avg sub,Lexical- avg sub,Singular pronouns(1st person)- avg sub,Group ref pronouns(1st person)- avg sub,2nd 3rd pronouns- avg sub
10,"The U.S. government has begun outlining its extradition case against Julian Assange in a London court, arguing that the WikiLeaks founder is not a free-speech champion but an ""ordinary"" criminal who put many lives at risk with his secret-spilling.","Defense Secretary Mark Esper called on the international community to ""wake up to the challenges presented by China,"" telling an audience of world leaders and top policymakers on Saturday that America's concerns about China should also be Europe's concerns.",1.0,209,39,6,14,4,13.333333333333334,5.358974358974359,0,16.666666666666664,0.0,2.564102564102564,5.128205128205128,37,0,0,1,0,0,2,0,0,37,0,0,2,-10.0,0.0,0.0,-3.0,2.0,-25.67,-0.26,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,7.87,-0.15,-0.01,0.13,0.73,-8.93,0.27,0.08,4.28,0.0,1.08,0.11,0.61,0.0,-0.03,0.13,-0.32,-0.03,0.02,-0.05,0.0,0.61,0.0,-0.03,0.02
11,"Veterans Affairs has been quietly tightening access to the mental health services received by families of injured former soldiers, the country's veterans ombudsman said Friday.","President Donald Trump formally announced Friday that he will nominate Kenneth Braithwaite, the current US ambassador to Norway, to be his next Navy Secretary.",1.0,152,25,6,10,2,25.0,6.08,0,16.666666666666664,0.0,0.0,0.0,23,0,0,0,0,0,0,0,0,23,0,0,0,16.0,1.0,2.0,-1.0,0.0,1.0,0.41,0.0,-8.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,6.1,-0.74,0.07,-0.07,0.67,-8.53,0.32,0.07,4.17,0.0,0.88,-0.16,0.23,0.0,-0.03,0.11,-0.35,-0.03,-0.04,-0.05,0.0,0.23,0.0,-0.03,-0.04
12,"The Quebec-born Blatchford, who worked at the National Post, Globe and Mail and both the Toronto Sun and Star, was diagnosed with late-stage lung cancer in the fall of 2019.",A group of seven measures to restrict gun rights in Virginia was advanced by a state Senate committee on Monday.,1.0,144,30,3,11,2,30.0,4.8,0,33.33333333333333,0.0,3.3333333333333335,6.666666666666667,24,0,0,0,1,0,0,0,0,24,0,0,0,51.0,10.0,0.0,2.0,0.0,10.0,0.15,0.0,0.0,0.0,-1.67,1.67,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.98,-0.86,-0.1,-0.16,0.62,-7.81,0.28,0.07,5.36,0.0,0.97,0.14,-0.02,0.0,-0.03,0.09,-0.29,-0.03,-0.09,-0.05,0.0,-0.02,0.0,-0.03,-0.09
13,"At least five Iranian-born Canadian citizens were denied entry to the United States after it says it suspended its wrongful detainment practices, leaving some to wonder if the refusals are part of a broader strategy targeting Iranian-born travellers.","Multiple outbreaks of the novel coronavirus outside of mainland China have continued to worsen, as experts warn we may be approaching pandemic levels.",1.0,213,38,8,10,2,38.0,5.605263157894737,0,25.0,0.0,2.631578947368421,5.263157894736842,30,0,0,1,1,0,3,0,0,30,0,0,3,85.0,15.0,2.0,3.0,0.0,15.0,0.04,0.0,8.33,0.0,2.63,0.92,9.0,0.0,0.0,1.0,1.0,-1.0,3.0,0.0,0.0,9.0,0.0,-1.0,3.0,7.1,-0.39,0.11,-0.3,0.57,-6.62,0.29,0.06,5.79,0.0,1.0,0.29,0.2,0.0,-0.03,0.14,-0.24,-0.03,0.08,-0.05,0.0,0.2,0.0,-0.03,0.08
14,"Prime Minister Justin Trudeau's government is asking Parliament to spend an additional $2.1 billion on Indigenous programs and initiatives, above and beyond what MPs already have approved.",This week is a test for peace in Afghanistan. The Taliban have an historic opportunity to show that they have the will and the ability to reduce violence. This would pave the way for negotiations among Afghans for a comprehensive peace agreement.,1.0,162,27,5,9,3,14.0,6.0,0,20.0,0.0,0.0,0.0,25,0,0,0,2,0,0,0,0,25,0,0,0,-43.0,-15.0,-3.0,-4.0,-1.0,0.0,1.12,0.0,7.5,0.0,-7.14,0.0,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.4,-0.71,0.1,-0.5,0.6,-7.18,0.33,0.06,5.82,0.0,0.85,0.07,0.06,0.0,-0.03,0.13,-0.13,-0.03,0.03,-0.05,0.0,0.06,0.0,-0.03,0.03
15,"On Friday morning, more than 200 Canadian and permanent residents received their official authorization to leave their two-week coronavirus quarantine at an army base in Ontario. They talk about the challenges of the experience and what they plan to do with t…","The religious practices of Shincheonji are in the public eye because the movement appears to be the source of South Korea's growing novel coronavirus outbreak that has infected more than 5,000 people there.",1.0,219,42,5,12,2,21.0,5.214285714285714,0,0.0,0.0,0.0,0.0,34,0,0,0,1,0,3,0,0,34,0,0,3,45.0,9.0,-1.0,2.0,0.0,-12.0,-0.06,0.0,-33.33,0.0,0.0,-6.06,6.0,0.0,-1.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,3.0,9.35,-0.05,0.09,-0.48,0.56,-7.24,0.32,0.05,4.6,0.0,0.71,-0.13,0.5,0.0,-0.03,0.11,-0.1,-0.03,0.17,-0.05,0.0,0.5,0.0,-0.03,0.17
16,"South Korea reported hundreds of new coronavirus cases on Wednesday as many sick people waited for hospital beds in Daegu, the city at the centre of the worst outbreak outside China.","The presidential primary system remains an impediment to political progress. It's hard to imagine a worse system to nominate candidates to the highest office in the land. If you think this system works well and need further evidence, look no further than the …",1.0,152,31,2,13,2,31.0,4.903225806451613,0,0.0,0.0,0.0,9.67741935483871,26,0,0,1,0,0,0,0,0,26,0,0,0,-65.0,-13.0,-6.0,2.0,-1.0,16.33,-0.03,0.0,0.0,0.0,-6.82,2.86,-6.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-6.0,0.0,0.0,-1.0,8.01,-0.12,-0.1,-0.41,0.53,-6.71,0.29,0.05,3.52,0.0,0.6,0.27,0.41,0.0,-0.03,0.15,-0.13,-0.03,0.12,-0.05,0.0,0.41,0.0,-0.03,0.12
17,Critics say a lack of widespread testing for COVID-19 in the United States is the biggest failure in the Trump administration's handling of the outbreak. Quick and efficient tests are still not being done in large numbers across the country and many potential…,Take a look at 34 photos of the week from February 28 through March 5.,1.0,218,43,6,15,2,21.5,5.069767441860465,0,33.33333333333333,0.0,2.3255813953488373,6.976744186046512,31,0,0,1,0,0,0,0,0,31,0,0,0,162.0,28.0,5.0,10.0,0.0,6.5,1.34,0.0,33.33,0.0,2.33,6.98,16.0,0.0,0.0,1.0,-3.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,10.48,0.48,-0.05,-0.23,0.5,-6.76,0.27,0.05,4.42,0.0,0.62,0.47,0.62,0.0,-0.03,0.19,-0.15,-0.03,0.07,-0.05,0.0,0.62,0.0,-0.03,0.07
18,"Four Chinese military hackers have been charged with breaking into the computer networks of the Equifax credit reporting agency and stealing the personal information of tens of millions of Americans, the U.S. Justice Department announced Monday.","Concerns are growing over the global spread of the novel coronavirus after a spike in cases outside of mainland China among people with no connection to China or the city of Wuhan, ground zero for the outbreak.",1.0,210,36,6,15,4,12.333333333333334,5.833333333333333,0,16.666666666666664,0.0,0.0,5.555555555555555,28,0,0,0,1,0,0,0,0,28,0,0,0,36.0,-1.0,4.0,0.0,2.0,-24.67,1.13,0.0,-33.33,0.0,0.0,2.85,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.28,0.65,0.0,-0.07,0.58,-7.29,0.29,0.04,4.34,0.0,0.52,0.58,0.64,0.0,-0.03,0.17,-0.12,-0.03,0.03,-0.05,0.0,0.64,0.0,-0.03,0.03
19,"Hosni Mubarak, the Egyptian leader who for nearly 30 years was the resolute face of stability in the Mideast before being forced by the military to resign after nationwide protests that were part of the Arab world's 2011 pro-democracy upheaval, died on Tuesda…","How bad will it get? That was the question this week, but it applied to several things: the spread of COVID-19 coronavirus around the world, the resulting stock market plunge and the concern about whether America's political leaders are up to the challenge.",1.0,218,43,6,14,1,43.0,5.069767441860465,0,33.33333333333333,0.0,4.651162790697675,6.976744186046512,36,0,0,0,2,0,0,0,0,36,0,0,0,3.0,0.0,0.0,0.0,-1.0,21.5,0.07,-1.0,0.0,0.0,4.65,2.33,3.0,0.0,0.0,0.0,2.0,0.0,-2.0,0.0,0.0,3.0,0.0,0.0,-2.0,14.3,1.16,0.05,0.02,0.5,-6.23,0.28,0.04,5.11,0.0,0.66,0.75,1.06,0.0,-0.03,0.16,-0.05,-0.03,-0.01,-0.05,0.0,1.06,0.0,-0.03,-0.01
20,Russia on Friday said it was sending two warships armed with cruise missiles to waters off the Syrian coast and blamed Ankara for the deaths of 33 Turkish soldiers in Syria's Idlib region the previous day.,A federal grand jury has charged four members of the Chinese People's Liberation Army with hacking Equifax and stealing personal data and trade secrets in one of the largest hacks on record.,1.0,170,36,5,14,2,36.0,4.722222222222222,0,20.0,0.0,0.0,0.0,33,0,0,0,2,0,1,0,0,33,0,0,1,11.0,4.0,1.0,3.0,0.0,4.0,-0.25,0.0,20.0,0.0,-3.12,-6.25,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,13.83,1.28,0.04,0.1,0.48,-5.61,0.24,0.04,5.16,0.0,0.57,0.57,1.3,0.0,-0.03,0.14,0.02,-0.03,0.01,-0.05,0.0,1.3,0.0,-0.03,0.01
21,North Korea fired two unidentified projectiles into its eastern sea on Monday as it begins to resume weapons demonstrations after a months-long hiatus that could have been forced by the coronavirus crisis in Asia.,"The US Navy said Thursday that a Chinese military warship fired a military grade laser at US Navy P-8 surveillance aircraft last week while it was flying over the Pacific Ocean, an action that the US Navy called ""unsafe and unprofessional.""",1.0,180,34,7,11,2,34.0,5.294117647058823,0,14.285714285714285,0.0,0.0,2.941176470588235,34,0,0,0,1,0,2,0,0,34,0,0,2,-20.0,-7.0,2.0,-6.0,0.0,13.0,0.42,0.0,-5.71,0.0,0.0,0.5,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,13.87,1.3,0.13,0.04,0.45,-5.13,0.24,0.04,4.96,0.0,0.49,0.54,1.56,0.0,-0.03,0.13,0.04,-0.03,0.07,-0.05,0.0,1.56,0.0,-0.03,0.07
22,"Democratic presidential candidates traded jabs over money and message on Sunday, two days before New Hampshire voters pick their choice to take on U.S. Republican President Donald Trump in November.","The Senate is expected to pass a War Powers resolution this week aimed at restraining the President's ability to use military action against Iran without congressional approval, a move that comes amid simmering tensions with the country in the wake of a US st…",1.0,169,30,3,16,4,10.333333333333334,5.633333333333334,0,0.0,0.0,0.0,0.0,28,0,0,0,1,0,1,0,0,28,0,0,1,-48.0,-14.0,-5.0,0.0,3.0,-33.67,0.7,0.0,-12.5,0.0,-2.27,0.0,-8.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,-8.0,0.0,0.0,1.0,13.42,1.15,0.03,0.2,0.52,-5.72,0.25,0.03,4.15,0.0,0.41,0.39,1.54,0.0,-0.03,0.12,0.06,-0.03,0.08,-0.05,0.0,1.54,0.0,-0.03,0.08
23,"Wuhan's health bureau announced Tuesday that Liu Zhiming, director of a hospital in the hard-hit Chinese city, is at least the seventh health worker to die of the COVID-19 disease.","North Korea fired at least one unidentified projectile Monday, according to South Korea's Joint Chiefs of Staff.",1.0,151,30,3,14,2,30.0,5.033333333333333,0,33.33333333333333,0.0,0.0,6.666666666666667,23,0,0,0,0,0,0,0,0,23,0,0,0,55.0,13.0,1.0,5.0,0.0,13.0,-0.61,0.0,33.33,0.0,0.0,6.67,6.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,12.26,1.01,-0.06,0.27,0.5,-5.45,0.24,0.03,4.79,0.0,0.34,0.52,1.31,0.0,-0.03,0.11,0.03,-0.03,0.04,-0.05,0.0,1.31,0.0,-0.03,0.04
24,"The decision to quarantine some 3,700 people on board the Diamond Princess cruise ship in Japan amid an outbreak of coronavirus is unprecedented. But experts say it's also likely doing more harm than good.","RompHim, we hardly knew ye.",1.0,172,34,5,12,3,17.0,5.0588235294117645,0,20.0,0.0,2.941176470588235,5.88235294117647,34,0,0,1,1,0,0,0,0,34,0,0,0,149.0,29.0,4.0,10.0,1.0,12.0,0.46,0.0,20.0,0.0,2.94,5.88,29.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,29.0,0.0,-1.0,0.0,12.04,1.04,-0.06,0.25,0.52,-5.72,0.23,0.03,4.85,0.0,0.39,0.61,1.54,0.0,-0.03,0.14,0.04,-0.03,0.01,-0.05,0.0,1.54,0.0,-0.03,0.01
25,"Israel goes to the polls on March 2, the third time in a year. Many countries have tracked Israel's lengthy political crisis, but it has particular resonance in France, home to the largest Jewish community in Europe, Don Murray writes.","Online romance scams are growing at a dizzying pace, raking in millions of dollars from unsuspecting victims across the United States.",1.0,196,40,5,15,3,20.0,4.9,0,0.0,0.0,0.0,5.0,32,0,0,0,1,0,1,0,0,32,0,0,1,82.0,19.0,1.0,6.0,1.0,-1.0,-0.53,0.0,-25.0,0.0,0.0,-4.52,11.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,12.75,1.3,-0.06,0.34,0.54,-5.85,0.21,0.03,4.14,0.0,0.33,0.67,1.68,0.0,-0.03,0.13,0.06,-0.03,0.02,-0.05,0.0,1.68,0.0,-0.03,0.02
26,GOP Sen. Bill Cassidy on why he voted for war powers resolution: 'Congress has to fulfill its responsibility' Fox News Senate passes Iran War Powers resolution despite Trump's opposition CNN Mike Lee on why he voted to limit Trump's ability to wage war with I…,"The Duke of Sussex's complicated extraction from the British royal family has been no Bed of Roses so far, but the artist formerly known as Prince did get to enjoy a perk on Friday -- dropping in on a studio session with legendary soft rocker Jon Bon Jovi in …",1.0,216,45,6,26,2,22.5,4.8,0,0.0,0.0,0.0,4.444444444444445,30,0,0,0,0,0,3,0,0,30,0,0,3,5.0,-5.0,-2.0,9.0,1.0,-27.5,0.58,0.0,-12.5,0.0,-6.0,2.44,-10.0,0.0,-1.0,0.0,0.0,0.0,3.0,0.0,0.0,-10.0,0.0,0.0,3.0,14.15,1.72,-0.03,0.84,0.52,-5.88,0.19,0.03,3.48,0.0,0.27,0.69,1.73,0.0,-0.03,0.12,0.03,-0.03,0.11,-0.05,0.0,1.73,0.0,-0.03,0.11
27,Canada's foreign minister says a second plane has left for Asia to bring another load of Canadians out of the Chinese city locked down over a viral outbreak.,"Several migrants attempting to cross from Turkey to Greece told CNN over the past week that Greek security forces took their documents, money, phones and clothes before sending them back to Turkey in their underwear.",1.0,130,28,5,8,2,28.0,4.642857142857143,0,0.0,0.0,0.0,3.571428571428571,24,0,0,0,0,0,0,0,0,24,0,0,0,-52.0,-7.0,0.0,-5.0,0.0,-7.0,-0.56,0.0,0.0,0.0,0.0,3.57,-4.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,-4.0,0.0,0.0,-3.0,12.38,1.51,-0.03,0.66,0.5,-5.71,0.17,0.03,2.86,0.0,0.21,0.69,1.56,0.0,-0.03,0.11,0.01,-0.03,0.08,-0.05,0.0,1.56,0.0,-0.03,0.08
