,Text,Reference,Label,# of Characters,# of Words,# of Verbs,# of Noun,# of Sentence,Average # of Words per Sentence,Average # of Characters per Words,# of Question Marks,% of Subjective Verbs,% of Passive Voice,% of Positive Words,% of Negative Words,# of Unique Wrods/Terms,# of Misspelled Words,# of Causation Terms,% of generalizing terms,% of # and quantifiers,1st person pronouns,2nd and 3rd person pronouns,Exclusive term,# of exclamation marks,Lexical,Singular pronouns(1st person),Group ref pronouns(1st person),2nd 3rd pronouns,# of Characters- sub,# of Words- sub,# of Verbs- sub,# of Noun- sub,# of Sentence- sub,Average # of Words per Sentence- sub,Average # of Characters per Words- sub,# of Question Marks- sub,% of Subjective Verbs- sub,% of Passive Voice- sub,% of Positive Words- sub,% of Negative Words- sub,# of Unique Wrods/Terms- sub,# of Misspelled Words- sub,# of Causation Terms- sub,% of generalizing terms- sub,% of # and quantifiers- sub,1st person pronouns- sub,2nd and 3rd person pronouns- sub,Exclusive term- sub,# of exclamation marks- sub,Lexical- sub,Singular pronouns(1st person)- sub,Group ref pronouns(1st person)- sub,2nd 3rd pronouns- sub,# of Characters- avg sub,# of Words- avg sub,# of Verbs- avg sub,# of Noun- avg sub,# of Sentence- avg sub,Average # of Words per Sentence- avg sub,Average # of Characters per Words- avg sub,# of Question Marks- avg sub,% of Subjective Verbs- avg sub,% of Passive Voice- avg sub,% of Positive Words- avg sub,% of Negative Words- avg sub,# of Unique Wrods/Terms- avg sub,# of Misspelled Words- avg sub,# of Causation Terms- avg sub,% of generalizing terms- avg sub,% of # and quantifiers- avg sub,1st person pronouns- avg sub,2nd and 3rd person pronouns- avg sub,Exclusive term- avg sub,# of exclamation marks- avg sub,Lexical- avg sub,Singular pronouns(1st person)- avg sub,Group ref pronouns(1st person)- avg sub,2nd 3rd pronouns- avg sub
10,"While ex-NBA star Dwyane Wade is still adjusting to life post-retirement, he is enjoying the extra free time being a dad and a husband to Gabrielle Union. In a recent interview with People, Wade credited his successful marriage to Union's independence in both…",The Supreme Court agreed Monday to hear an appeal by a Catholic foster agency that argues it's in danger of losing its government contract because it refuses to recruit or certify same sex couples as potential foster parents.,1.0,218,43,6,17,2,21.5,5.069767441860465,0,33.33333333333333,0.0,6.976744186046512,0.0,33,0,0,0,0,0,2,0,0,33,0,0,2,30.0,5.0,-2.0,3.0,0.0,-16.5,0.12,0.0,33.33,0.0,4.35,-7.89,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,23.11,4.52,0.07,0.29,0.13,1.11,-0.06,-0.02,18.01,0.0,-0.26,3.73,2.61,-0.14,-0.05,0.11,0.47,0.11,0.3,0.0,0.0,2.61,0.0,0.11,0.3
11,Jessica Simpson wishes she'd signed a prenuptial agreement prior to marrying Nick Lachey. But does a prenup make sense for you? Here's what experts say.,"Bill Clinton reflects emotionally in a new documentary about his 1990s affair with Monica Lewinsky, saying that he feels ""terrible"" the affair has defined the former White House intern's life and seeks to explain the sexual relationship as something that he ""…",1.0,128,25,8,8,3,8.333333333333334,5.12,1,0.0,0.0,0.0,0.0,23,0,0,0,0,0,0,0,0,23,0,0,0,-91.0,-17.0,0.0,-5.0,2.0,-33.67,-0.09,1.0,0.0,0.0,0.0,-2.38,-10.0,0.0,0.0,0.0,-1.0,0.0,-3.0,0.0,0.0,-10.0,0.0,0.0,-3.0,19.31,3.79,0.36,-0.02,0.19,-0.23,-0.06,0.07,15.86,0.0,-0.43,3.25,2.25,-0.14,-0.05,0.09,0.4,0.1,0.18,0.0,0.0,2.25,0.0,0.1,0.18
12,"Whether they are spending more money than they are letting on, stashing a secret credit card or hiding debt, nearly half of those in a relationship admit to committing some sort of financial infidelity.","Ben Affleck knows full well that people will draw parallels between his life and his role as an alcoholic construction worker turned high school basketball coach in his new film, ""The Way Back.""",1.0,169,34,7,9,2,34.0,4.970588235294118,0,28.57142857142857,0.0,0.0,2.941176470588235,26,0,0,1,0,0,0,0,0,26,0,0,0,7.0,1.0,3.0,-5.0,0.0,17.0,0.06,0.0,28.57,0.0,-3.03,2.94,-4.0,0.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,-4.0,0.0,0.0,-3.0,19.24,3.86,0.52,-0.2,0.17,0.61,-0.07,0.06,16.24,0.0,-0.57,3.08,2.17,-0.14,-0.05,0.15,0.34,0.08,0.07,0.0,0.0,2.17,0.0,0.08,0.07
13,"Data shows Americans expect to spend more than they actually end up paying on their partner's engagement ring. Here's why rules surrounding how much you ""should"" spend on a ring for your future spouse aren't based in reality.",Forget marriage counseling or couples therapy. Harrison Ford has the secret to a long-lasting marriage and it's quite simple.,1.0,188,38,10,10,3,19.0,4.947368421052632,0,0.0,0.0,0.0,0.0,34,0,0,0,0,0,3,0,0,34,0,0,3,81.0,19.0,8.0,2.0,0.0,9.5,-0.68,0.0,0.0,0.0,-5.26,0.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,17.0,0.0,0.0,3.0,20.55,4.2,0.87,-0.28,0.22,0.27,-0.08,0.05,14.52,0.0,-0.69,2.72,2.67,-0.14,-0.05,0.13,0.29,0.07,0.2,0.0,0.0,2.67,0.0,0.07,0.2
14,"Former first lady Michelle Obama admits raising two young girls in the White House was hard, but she and Barack tried their best to make things normal. While she has given daughters Malia and Sasha a plethora of advice over the years, there was one consistent…",Dog the Bounty Hunter is on a hunt for peace in the midst of his grief.,1.0,215,46,9,15,2,23.0,4.673913043478261,0,22.22222222222222,0.0,2.1739130434782608,2.1739130434782608,38,0,0,0,2,0,3,0,0,38,0,0,3,159.0,30.0,8.0,8.0,0.0,7.0,1.17,0.0,-77.78,0.0,-4.08,-4.08,24.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,24.0,0.0,0.0,2.0,23.47,5.04,1.11,-0.02,0.19,0.23,-0.11,0.05,14.52,0.0,-0.66,2.55,3.38,-0.14,-0.05,0.11,0.38,0.06,0.31,0.0,0.0,3.38,0.0,0.06,0.31
15,"Couples who live together without getting married don't enjoy the same legal protections that married counterparts have, especially if one of you gets really sick or passes away.","After almost 23 years of marriage, Sarah Jessica Parker and Matthew Broderick are getting to spend even more time together.",1.0,151,28,9,3,2,28.0,5.392857142857143,0,0.0,0.0,3.571428571428571,3.571428571428571,26,0,0,0,1,0,1,1,0,26,0,0,1,47.0,8.0,6.0,-5.0,0.0,8.0,0.19,0.0,-33.33,0.0,3.57,3.57,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,22.04,4.64,1.31,-0.54,0.17,0.51,-0.09,0.04,13.12,0.0,-0.54,2.49,3.25,-0.14,-0.05,0.09,0.4,0.05,0.28,0.06,0.0,3.25,0.0,0.05,0.28
16,More than 40% of Americans have kept money secrets from their partner and nearly a third say they'd consider breaking up with their partner over it. Here's what experts say about committing financial infidelity and how to avoid it.,"Their marriage may not have worked out, but that doesn't mean Tarek El Moussa isn't missing his partnership with Christina Anstead.",1.0,193,39,9,9,3,19.5,4.948717948717949,0,0.0,0.0,0.0,2.564102564102564,29,0,0,0,1,0,2,0,0,29,0,0,2,82.0,18.0,2.0,2.0,1.0,-1.5,-0.34,0.0,0.0,0.0,-4.76,2.56,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,23.24,4.94,1.5,-0.64,0.21,0.26,-0.1,0.04,11.89,0.0,-0.64,2.38,3.3,-0.14,-0.05,0.08,0.41,0.05,0.31,0.06,0.0,3.3,0.0,0.05,0.31
17,"How blogger and YouTube personality Bernadette Joy Maulion and her husband, AJ, paid off over $300,000 in debt in three years.","Queen Elizabeth II's nephew, the Earl of Snowdon, has announced he is to divorce his wife after 26 years of marriage.",1.0,106,21,1,10,2,21.0,5.0476190476190474,0,0.0,0.0,0.0,4.761904761904762,17,0,0,0,2,0,2,0,0,17,0,0,2,9.0,0.0,-3.0,1.0,0.0,0.0,0.43,0.0,-25.0,0.0,0.0,4.76,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,19.47,4.2,1.22,-0.68,0.19,0.12,-0.1,0.04,10.8,0.0,-0.73,2.4,2.69,-0.14,-0.05,0.06,0.48,0.04,0.34,0.06,0.0,2.69,0.0,0.04,0.34
18,"Although most Medicare beneficiaries don't pay monthly surcharges for their coverage, more than 4 million do. Here's how to make sure you really need to pay those extra amounts.",Pete Buttigieg turned an attack on Tuesday about his marriage into a pointed knock against President Donald Trump and hush money payments he paid to porn star Stormy Daniels.,1.0,149,29,6,6,3,14.5,5.137931034482759,0,0.0,0.0,0.0,0.0,25,0,0,1,2,0,2,0,0,25,0,0,2,3.0,0.0,2.0,-8.0,1.0,-14.5,0.1,0.0,0.0,0.0,0.0,-6.9,-4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,18.37,3.96,1.23,-0.93,0.23,-0.35,-0.1,0.04,9.82,0.0,-0.81,2.17,2.56,-0.14,-0.05,0.11,0.54,0.04,0.37,0.05,0.0,2.56,0.0,0.04,0.37
19,People are going on strike against their student debt. Here's why.,The mother of a Michigan high school student with same-sex parents alleges her daughter's English teacher infringed on her freedom of speech when she rejected a class paper on the topic of same-sex marriage.,1.0,56,11,3,4,3,5.5,5.090909090909091,0,33.33333333333333,0.0,0.0,18.181818181818183,11,0,0,0,0,0,1,0,0,11,0,0,1,-118.0,-23.0,0.0,-9.0,1.0,-28.5,-0.03,0.0,33.33,0.0,-2.94,15.24,-12.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,-12.0,0.0,0.0,-4.0,12.72,2.85,1.09,-1.25,0.26,-1.22,-0.1,0.03,10.61,0.0,-0.89,2.87,1.75,-0.14,-0.05,0.09,0.5,0.03,0.34,0.05,0.0,1.75,0.0,0.03,0.34
20,"Women's retirement readiness globally has improved only incrementally in the past five years, according to new research. And while the overall score is still low, there are steps that women can take now to make sure they're better financially prepared later.",Research shows that talking with a spouse or partner about money increases relationship satisfaction. But many people still don't do it.,1.0,218,41,9,8,3,20.5,5.317073170731708,0,22.22222222222222,0.0,4.878048780487805,0.0,37,0,0,1,1,0,0,0,0,37,0,0,0,102.0,20.0,5.0,0.0,0.0,10.0,-0.21,0.0,22.22,0.0,4.88,0.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,15.33,3.27,1.25,-1.35,0.29,-1.29,-0.09,0.03,10.79,0.0,-0.72,2.64,2.25,-0.14,-0.05,0.13,0.51,0.03,0.27,0.05,0.0,2.25,0.0,0.03,0.27
21,"The red carpet is out, the votes are tallied and the stars are gathering in Hollywood for the 92nd annual Academy Awards. Here's a quick catch-up about this year's show.","""Love Is Blind"" finished airing on Netflix on Feb. 27, and everyone's favorite couple Lauren Speed and Cameron Hamilton, ended up getting married.",1.0,140,30,6,9,3,15.0,4.666666666666667,0,50.0,0.0,0.0,0.0,25,0,0,0,1,0,0,0,0,25,0,0,0,16.0,7.0,0.0,-1.0,0.0,3.5,-0.72,0.0,50.0,0.0,-4.35,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,14.16,3.16,1.26,-1.4,0.31,-1.61,-0.11,0.03,12.22,0.0,-0.79,2.43,2.15,-0.14,-0.05,0.11,0.51,0.02,0.21,0.05,0.0,2.15,0.0,0.02,0.21
22,"B.C. Liberal Leader Andrew Wilkinson has admitted he was wrong when he referred to victims of domestic violence as ""people who are in a tough marriage.""",Former Republican Rep. Aaron Schock of Illinois on Thursday came out as gay in a statement posted to his Instagram.,1.0,127,26,5,8,4,7.0,4.884615384615385,0,40.0,0.0,3.8461538461538463,3.8461538461538463,24,0,0,0,0,0,2,0,0,24,0,0,2,31.0,6.0,3.0,-1.0,1.0,-3.0,0.08,0.0,40.0,0.0,3.85,3.85,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,12.52,2.88,1.22,-1.48,0.38,-2.24,-0.12,0.03,13.09,0.0,-0.69,2.4,2.03,-0.14,-0.05,0.1,0.48,0.02,0.23,0.04,0.0,2.03,0.0,0.02,0.23
23,"It went nowhere last time around, but a B.C. Liberal MLA is again pitching a bill to allow married British Columbians to combine or hyphenate their surnames free of charge.","Right before Pete Buttigieg ended his presidential campaign Sunday night, his husband, Chasten, told the story of how it began.",1.0,143,30,7,8,4,10.333333333333334,4.766666666666667,0,14.285714285714285,0.0,3.3333333333333335,0.0,26,0,0,0,0,0,1,0,0,26,0,0,1,35.0,10.0,4.0,0.0,2.0,-9.67,-0.63,0.0,14.29,0.0,3.33,0.0,8.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,8.0,0.0,0.0,-2.0,11.68,2.79,1.27,-1.56,0.44,-2.69,-0.13,0.02,12.82,0.0,-0.62,2.22,2.0,-0.14,-0.05,0.09,0.44,0.01,0.22,0.04,0.0,2.0,0.0,0.01,0.22
24,A new book tells the tale of two brilliant women flyers who campaigned for a chance at spaceflight,"An increasing number of people around the world are opting to go solo, but not all of them are lonely. Recent research on happy singles prove there are ways to feel joy at any stage of your love life.",1.0,81,18,2,6,1,18.0,4.5,0,0.0,0.0,5.555555555555555,0.0,18,0,0,0,1,0,0,0,0,18,0,0,0,-81.0,-21.0,-5.0,-4.0,-2.0,-1.5,0.35,0.0,-42.86,0.0,-2.14,-2.56,-13.0,0.0,0.0,-1.0,1.0,0.0,-2.0,0.0,0.0,-13.0,0.0,0.0,-2.0,8.43,2.22,1.12,-1.71,0.38,-2.79,-0.15,0.02,11.99,0.0,-0.46,2.05,1.65,-0.14,-0.05,0.08,0.45,0.01,0.16,0.04,0.0,1.65,0.0,0.01,0.16
25,"While domestic violence touches families of all backgrounds, ethnicities and income levels, newcomers are particularly vulnerable — and experts say targeted services need to be in place to link marginalized women to potentially life-saving supports.","The 2020 Independent Spirit Awards celebrated countless excellent films, from ""The Lighthouse"" and ""Booksmart"" to ""Uncut Gems"" and ""The Farewell.""",1.0,215,35,6,14,2,35.0,6.142857142857143,0,33.33333333333333,0.0,2.857142857142857,2.857142857142857,30,0,0,1,0,0,0,0,0,30,0,0,0,88.0,15.0,4.0,6.0,0.0,24.5,-0.21,0.0,33.33,0.0,-7.14,2.86,14.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,10.59,2.36,1.13,-1.54,0.36,-2.23,-0.11,0.02,12.52,0.0,-0.42,2.01,1.78,-0.14,-0.05,0.11,0.42,0.01,0.11,0.04,0.0,1.78,0.0,0.01,0.11
26,"Telephone services, booze, and cigarettes were just a few of the things that had people opening their wallets more -- but wages were up too.","The 92nd Academy Awards have the potential to make history on several fronts, depending on which way the best picture race plays out, on a night where the acting honors seem pretty well preordained.",1.0,116,25,4,8,2,25.0,4.64,0,50.0,0.0,0.0,0.0,23,0,0,1,0,0,1,0,0,23,0,0,1,-49.0,-9.0,-2.0,-1.0,0.0,-9.0,-0.21,0.0,50.0,0.0,-8.82,0.0,-5.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,-5.0,0.0,0.0,1.0,8.92,2.11,1.07,-1.61,0.34,-2.08,-0.13,0.02,13.62,0.0,-0.49,1.86,1.65,-0.14,-0.05,0.14,0.39,0.0,0.1,0.04,0.0,1.65,0.0,0.0,0.1
27,Social conservative Richard Décarie says he has no idea why the Conservative Party barred him from running for the party's leadership — but points out that party officials asked him questions about his statements on hot-button social issues during the intervi…,"President Donald Trump and first lady Melania Trump on Tuesday announced they will host Spain for a state visit in April, the third of the Trump administration.",1.0,220,41,5,16,1,41.0,5.365853658536586,0,0.0,0.0,0.0,4.878048780487805,36,0,0,0,0,0,4,0,0,36,0,0,4,86.0,14.0,2.0,2.0,-1.0,14.0,0.4,0.0,0.0,0.0,0.0,4.88,14.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,0.0,0.0,4.0,11.08,2.45,1.05,-1.39,0.29,-1.38,-0.12,0.02,12.85,0.0,-0.56,1.9,2.0,-0.14,-0.05,0.13,0.36,0.0,0.2,0.04,0.0,2.0,0.0,0.0,0.2
28,"A lot of commentary about Andrew Scheer's election loss in 2019 focused on the perceived shortcomings of his climate policy. So far, none of the people running to replace him as Conservative leader are talking about offering anything radically different.","From the start, Buttigieg's sexual orientation and faith set him apart from the standard Democratic presidential hopeful -- and especially his ability to square the two seemingly contradictory aspects of his identity.",1.0,215,40,6,13,3,20.0,5.375,0,16.666666666666664,0.0,0.0,7.5,33,0,0,1,1,0,2,0,0,33,0,0,2,29.0,8.0,5.0,3.0,1.0,-12.0,-0.44,0.0,16.67,0.0,-6.25,4.38,8.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,8.0,0.0,0.0,-1.0,12.92,2.74,1.06,-1.28,0.31,-1.44,-0.11,0.02,12.72,0.0,-0.62,2.02,2.21,-0.14,-0.05,0.15,0.37,-0.0,0.22,0.03,0.0,2.21,0.0,-0.0,0.22
