,Text,Reference,Label,# of Characters,# of Words,# of Verbs,# of Noun,# of Sentence,Average # of Words per Sentence,Average # of Characters per Words,# of Question Marks,% of Subjective Verbs,% of Passive Voice,% of Positive Words,% of Negative Words,# of Unique Wrods/Terms,# of Misspelled Words,# of Causation Terms,% of generalizing terms,% of # and quantifiers,1st person pronouns,2nd and 3rd person pronouns,Exclusive term,# of exclamation marks,Lexical,Singular pronouns(1st person),Group ref pronouns(1st person),2nd 3rd pronouns,# of Characters- sub,# of Words- sub,# of Verbs- sub,# of Noun- sub,# of Sentence- sub,Average # of Words per Sentence- sub,Average # of Characters per Words- sub,# of Question Marks- sub,% of Subjective Verbs- sub,% of Passive Voice- sub,% of Positive Words- sub,% of Negative Words- sub,# of Unique Wrods/Terms- sub,# of Misspelled Words- sub,# of Causation Terms- sub,% of generalizing terms- sub,% of # and quantifiers- sub,1st person pronouns- sub,2nd and 3rd person pronouns- sub,Exclusive term- sub,# of exclamation marks- sub,Lexical- sub,Singular pronouns(1st person)- sub,Group ref pronouns(1st person)- sub,2nd 3rd pronouns- sub,# of Characters- avg sub,# of Words- avg sub,# of Verbs- avg sub,# of Noun- avg sub,# of Sentence- avg sub,Average # of Words per Sentence- avg sub,Average # of Characters per Words- avg sub,# of Question Marks- avg sub,% of Subjective Verbs- avg sub,% of Passive Voice- avg sub,% of Positive Words- avg sub,% of Negative Words- avg sub,# of Unique Wrods/Terms- avg sub,# of Misspelled Words- avg sub,# of Causation Terms- avg sub,% of generalizing terms- avg sub,% of # and quantifiers- avg sub,1st person pronouns- avg sub,2nd and 3rd person pronouns- avg sub,Exclusive term- avg sub,# of exclamation marks- avg sub,Lexical- avg sub,Singular pronouns(1st person)- avg sub,Group ref pronouns(1st person)- avg sub,2nd 3rd pronouns- avg sub
10,Officials will provide an update on two new presumptive cases of COVID-19 in Alberta this morning.,"An ex-boyfriend of Amie Harwick was charged Wednesday with killing the former sex therapist in her Hollywood Hills apartment by throwing her over a balcony, officials said.",1.0,83.0,16.0,2.0,6.0,2.0,16.0,5.1875,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,-63.0,-11.0,-3.0,-5.0,0.0,-11.0,-0.22,0.0,-20.0,0.0,0.0,-3.7,-9.0,0.0,0.0,0.0,1.0,0.0,-4.0,0.0,0.0,-9.0,0.0,0.0,-4.0,-7.75,-3.61,0.49,-2.29,-0.05,0.08,0.39,-0.03,-7.1,0.0,0.35,-0.17,-2.54,-0.04,-0.05,0.04,-0.1,-0.06,-0.49,-0.04,0.0,-2.54,-0.01,-0.09,-0.49
11,"South Korea reported hundreds of new coronavirus cases on Wednesday as many sick people waited for hospital beds in Daegu, the city at the centre of the worst outbreak outside China.","The term ""cruise ship"" evokes images of luxury and well-being, but that is far from what a dream vacation has become for thousands of passengers now trapped on several cruise ships by the sudden emergence of the Wuhan coronavirus.",1.0,152.0,31.0,2.0,13.0,2.0,31.0,4.903225806451613,0.0,0.0,0.0,0.0,9.67741935483871,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,-40.0,-8.0,-2.0,-3.0,0.0,-8.0,-0.02,0.0,-25.0,0.0,-5.13,7.11,-8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,-9.17,-3.58,0.17,-2.12,-0.08,0.58,0.33,-0.03,-7.91,0.0,0.19,0.31,-2.54,-0.04,-0.05,0.11,-0.14,-0.06,-0.51,-0.04,0.0,-2.54,-0.01,-0.09,-0.51
12,"Canada's Feminist International Assistance Policy is aimed at supporting the economic, political, and social empowerment of women and girls, but the government is falling short of the mark when it comes to addressing the Rohingya genocide and refugee crisis.","Lamonte McIntyre spent 23 years behind bars for a double murder he didn't commit. On Monday, he was awarded $1.5 million to settle a lawsuit for his wrongful conviction, the Kansas Sate Attorney General's office announced.",1.0,220.0,39.0,7.0,14.0,2.0,39.0,5.641025641025641,0.0,28.57142857142857,0.0,5.128205128205128,7.6923076923076925,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,0.0,1.0,33.0,3.0,0.0,1.0,-2.0,26.67,0.45,0.0,14.29,0.0,2.35,2.14,-2.0,0.0,0.0,0.0,-3.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,-5.14,-2.94,0.29,-1.9,-0.1,1.61,0.34,-0.03,-6.4,0.0,0.46,0.57,-2.39,-0.04,-0.05,0.09,-0.18,-0.06,-0.44,-0.04,0.0,-2.39,-0.01,-0.09,-0.44
13,"No cases of the coronavirus have yet emerged in elementary or secondary schools in Canada, but it's certainly possible that a student or teacher could become infected. CBC News looks at the ramifications if a case of COVID-19 materializes in a Canadian school.","As an outbreak of a novel coronavirus has swept through Hubei province, China, the US Centers for Disease Control and Prevention has been preparing for its worst case scenario -- a widespread outbreak of illnesses in the United States.",1.0,218.0,43.0,6.0,13.0,3.0,21.5,5.069767441860465,0.0,0.0,0.0,0.0,2.3255813953488373,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,21.0,4.0,1.0,-3.0,1.0,-17.5,0.02,0.0,-20.0,0.0,0.0,-5.37,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,4.0,0.0,0.0,-1.0,-1.84,-2.1,0.32,-1.78,-0.04,1.25,0.31,-0.03,-7.15,0.0,0.32,0.41,-2.04,-0.04,-0.05,0.07,-0.21,-0.06,-0.46,-0.04,0.0,-2.04,-0.01,-0.09,-0.46
14,CBC's Marketplace rounds up the consumer and health news you need from the week.,"Sen. Bernie Sanders was expected to deliver a speech tailored to African American voters Saturday night, but what he gave instead was a roughly thirty-minute stump speech -- without a single mention of how his record is better suited than Joe Biden's to serve…",1.0,67.0,14.0,2.0,6.0,2.0,14.0,4.785714285714286,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,1.0,-150.0,-30.0,-7.0,-7.0,0.0,-8.0,-0.15,0.0,-33.33,0.0,-2.27,-2.27,-22.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-22.0,0.0,0.0,-1.0,-9.04,-3.31,0.07,-2.14,-0.06,0.44,0.26,-0.03,-7.79,0.0,0.2,0.12,-3.01,-0.04,-0.05,0.06,-0.24,-0.06,-0.41,-0.04,0.0,-3.01,-0.01,-0.09,-0.41
15,"China reported a dramatic drop in new cases in the province at the heart of the coronavirus outbreak. Meanwhile, efforts are underway to bring home Canadians previously quarantined aboard a cruise ship in Japan.","""At last,"" say Democrats who decry the outsized influence that Iowa and New Hampshire have in picking their party's presidential nominee. It's finally time for a Democratic nominating contest -- the Nevada caucuses -- where voters reflect the party's overall …",1.0,178.0,34.0,4.0,13.0,3.0,17.0,5.235294117647059,0.0,25.0,0.0,0.0,2.941176470588235,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,-42.0,-7.0,-2.0,-2.0,1.0,-3.5,-0.13,0.0,25.0,0.0,0.0,0.5,-8.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-8.0,0.0,0.0,-1.0,-8.4,-3.12,-0.01,-2.02,-0.01,-0.09,0.25,-0.03,-6.79,0.0,0.09,0.04,-2.98,-0.04,-0.05,0.04,-0.27,-0.06,-0.42,-0.04,0.0,-2.98,-0.01,-0.09,-0.42
16,"When a survivor has the courage to come forward but they're not able to access support, it's a contradictory message for society to send, says advocate","A comprehensive study of more than 72,000 confirmed and suspected cases of the novel coronavirus by Chinese scientists has revealed new information about the deadly infection which has brought much of the country to a halt.",1.0,126.0,26.0,6.0,7.0,1.0,26.0,4.846153846153846,0.0,0.0,0.0,15.384615384615385,3.8461538461538463,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,-62.0,-10.0,2.0,-1.0,-1.0,-10.0,-0.38,0.0,0.0,0.0,12.61,-1.71,-7.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,0.0,-10.9,-3.42,0.03,-2.26,-0.09,-0.02,0.22,-0.03,-7.38,0.0,0.9,0.03,-3.25,-0.04,-0.05,0.03,-0.29,-0.06,-0.44,-0.04,0.0,-3.25,-0.01,-0.09,-0.44
17,"Prime Minister Justin Trudeau's government is asking Parliament to spend an additional $2.1 billion on Indigenous programs and initiatives, above and beyond what MPs already have approved.","Black voters, particularly those in South Carolina and a handful of other southern states on Super Tuesday, led -- and the Democratic establishment followed. That's why former Vice President Joe Biden is on the verge of becoming the Democratic front-runner. A…",1.0,162.0,27.0,5.0,9.0,3.0,14.0,6.0,0.0,20.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,-58.0,-14.0,-1.0,-6.0,0.0,0.33,0.63,0.0,3.33,0.0,-2.44,0.0,-5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,-11.11,-3.63,0.01,-2.37,-0.05,-0.63,0.25,-0.03,-6.8,0.0,0.77,-0.19,-3.26,-0.04,-0.05,0.02,-0.2,-0.06,-0.45,-0.04,0.0,-3.26,-0.01,-0.09,-0.45
18,"The novel coronavirus has led to a global decline in consumption and production, and as the global economy weakens action by the Bank of Canada becomes more likely.","China has spent decades nurturing its tech sector. Now, faced with a massive public health crisis, Beijing is pushing its tech companies to join the fight against the novel coronavirus.",1.0,137.0,28.0,4.0,9.0,2.0,28.0,4.892857142857143,0.0,0.0,0.0,3.571428571428571,3.571428571428571,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,-19.0,-2.0,-3.0,-2.0,-1.0,13.0,-0.31,0.0,-14.29,0.0,0.24,0.24,-2.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,-12.63,-3.77,-0.06,-2.47,-0.06,-0.44,0.22,-0.03,-7.32,0.0,0.84,-0.2,-3.44,-0.04,-0.05,0.02,-0.22,-0.06,-0.46,-0.04,0.0,-3.44,-0.01,-0.09,-0.46
19,A three-month CBC investigation revealed that a lot of women who become surrogates feel internal and external pressure to have multiple babies. And experts warn that there isn't enough medical oversight of women who have babies in quick succession.,"Weeks into the novel coronavirus crisis, the outbreak finally appears to be stabilizing in central China, where the virus was initially detected before it spread throughout the country and the world.",1.0,210.0,39.0,7.0,12.0,3.0,19.5,5.384615384615385,0.0,0.0,0.0,2.564102564102564,2.564102564102564,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,41.0,8.0,1.0,4.0,1.0,-11.5,-0.07,0.0,-33.33,0.0,2.56,-7.11,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.0,0.0,0.0,-1.0,-10.34,-3.34,0.02,-2.4,-0.03,-0.69,0.22,-0.03,-7.8,0.0,0.85,-0.27,-3.24,-0.04,-0.05,0.01,-0.24,-0.06,-0.47,-0.04,0.0,-3.24,-0.01,-0.09,-0.47
20,"Democrats in 2020 are going through the same sort of identity crisis that Republicans went through with Donald Trump in 2016: An outsider, openly contemptuous of the party machine and its direction, has pulled together the support of a significant and deeply …","Another long weekend, another set of sales to shop — and these deals are worthy of the highest office in the land. Presidents Day weekend means dozens of discounts on everything you've been waiting to buy, from mattresses and kitchen appliances to fashion, fu…",1.0,218.0,43.0,6.0,12.0,1.0,43.0,5.069767441860465,0.0,16.666666666666664,0.0,6.976744186046512,6.976744186046512,31.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,31.0,0.0,0.0,1.0,1.0,-1.0,-2.0,-5.0,-1.0,21.0,0.14,0.0,-8.33,0.0,4.7,6.98,-3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,1.0,-7.88,-2.77,0.05,-2.35,-0.09,0.2,0.2,-0.03,-7.43,0.0,1.07,-0.11,-2.97,-0.04,-0.05,0.0,-0.17,-0.06,-0.44,-0.04,0.0,-2.97,-0.01,-0.09,-0.44
21,Former U.S. vice-president Joe Biden has won South Carolina's Democratic primary.,"His ship may have been to hell and back, becoming a floating coronavirus-infected prison for passengers quarantined at port in Japan, but when the captain of the Diamond Princess cruise ship became the last person aboard to finally step onto dry land, he look…",1.0,71.0,11.0,2.0,7.0,4.0,4.0,6.454545454545454,0.0,0.0,0.0,9.090909090909092,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,-146.0,-33.0,-8.0,-5.0,3.0,-40.0,1.52,0.0,-10.0,0.0,9.09,-4.55,-26.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-26.0,0.0,0.0,-1.0,-12.34,-3.7,-0.1,-2.52,-0.01,-0.76,0.25,-0.03,-7.86,0.0,1.37,-0.29,-3.63,-0.04,-0.05,-0.01,-0.19,-0.06,-0.45,-0.04,0.0,-3.63,-0.01,-0.09,-0.45
22,"A scathing complaint filed against top-level staff at an Alberta nursing home alleges administrators locked up diapers to limit their use while incontinent residents sat in urine-soaked pads, suffering from severe bladder and yeast infections, painful skin ra…","Would you have to pay for a coronavirus test? It depends. CNN Bernie Sanders' Medicare for All Would Likely Increase Wages, Create Jobs Newsweek N.J. coronavirus update: Legislation would ensure Medicaid and insurance coverage NJ.com As coronavirus spreads, M…",1.0,223.0,38.0,6.0,15.0,1.0,38.0,5.868421052631579,0.0,0.0,0.0,0.0,18.421052631578945,38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,0.0,0.0,1.0,1.0,-1.0,0.0,-10.0,-4.0,31.17,0.18,-1.0,0.0,0.0,0.0,18.42,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,-9.79,-3.38,-0.07,-2.33,-0.07,-0.16,0.27,-0.03,-8.25,0.0,1.24,0.35,-3.06,-0.04,-0.05,-0.01,-0.21,-0.06,-0.41,-0.04,0.0,-3.06,-0.01,-0.09,-0.41
23,"The captain of a cruise ship hit by the new coronavirus has informed the passengers, which include 237 Canadians, that the vessel is now headed to the port of Oakland, Calif.",This nursing home is at the center of Washington's coronavirus. Here's what one first responder saw there CNN Nursing Home at Center of Washington Coronavirus Outbreak Target of Criticism The Wall Street Journal Opinion: 1 Unfathomable Toll Of The Coronavirus…,1.0,144.0,31.0,6.0,10.0,2.0,31.0,4.645161290322581,0.0,16.666666666666664,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,-77.0,-9.0,4.0,-12.0,0.0,11.0,-0.88,0.0,-33.33,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,-10.75,-3.37,-0.03,-2.37,-0.08,0.1,0.24,-0.03,-7.91,0.0,1.13,0.17,-3.08,-0.04,-0.05,-0.02,-0.18,-0.06,-0.42,-0.04,0.0,-3.08,-0.01,-0.09,-0.42
24,"China reported a rise in new virus cases Monday, possibly denting optimism that disease control measures including isolating major cities might be working, while the operator of a cruise ship in Japan reported dozens of new cases.",Cruise ship outbreak worsens as China coronavirus cases appear to level off CNN Cruise ship workers speak out amid coronavirus worries l ABC News ABC News Wuhan coronavirus: Photos inside Diamond Princess cruise with 135 sick - Business Insider Business Insid…,1.0,194.0,37.0,9.0,15.0,2.0,37.0,5.243243243243243,0.0,11.11111111111111,0.0,2.7027027027027026,2.7027027027027026,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,-26.0,-4.0,4.0,-10.0,1.0,-4.0,-0.12,0.0,11.11,0.0,2.7,-4.61,-2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,-9.64,-3.12,0.11,-2.2,-0.09,0.58,0.23,-0.03,-7.83,0.0,1.13,0.11,-3.02,-0.04,-0.05,-0.02,-0.2,-0.06,-0.43,-0.04,0.0,-3.02,-0.01,-0.09,-0.43
