,Text,Reference,Label,# of Characters,# of Words,# of Verbs,# of Noun,# of Sentence,Average # of Words per Sentence,Average # of Characters per Words,# of Question Marks,% of Subjective Verbs,% of Passive Voice,% of Positive Words,% of Negative Words,# of Unique Wrods/Terms,# of Misspelled Words,# of Causation Terms,% of generalizing terms,% of # and quantifiers,1st person pronouns,2nd and 3rd person pronouns,Exclusive term,# of exclamation marks,Lexical,Singular pronouns(1st person),Group ref pronouns(1st person),2nd 3rd pronouns,# of Characters- sub,# of Words- sub,# of Verbs- sub,# of Noun- sub,# of Sentence- sub,Average # of Words per Sentence- sub,Average # of Characters per Words- sub,# of Question Marks- sub,% of Subjective Verbs- sub,% of Passive Voice- sub,% of Positive Words- sub,% of Negative Words- sub,# of Unique Wrods/Terms- sub,# of Misspelled Words- sub,# of Causation Terms- sub,% of generalizing terms- sub,% of # and quantifiers- sub,1st person pronouns- sub,2nd and 3rd person pronouns- sub,Exclusive term- sub,# of exclamation marks- sub,Lexical- sub,Singular pronouns(1st person)- sub,Group ref pronouns(1st person)- sub,2nd 3rd pronouns- sub,# of Characters- avg sub,# of Words- avg sub,# of Verbs- avg sub,# of Noun- avg sub,# of Sentence- avg sub,Average # of Words per Sentence- avg sub,Average # of Characters per Words- avg sub,# of Question Marks- avg sub,% of Subjective Verbs- avg sub,% of Passive Voice- avg sub,% of Positive Words- avg sub,% of Negative Words- avg sub,# of Unique Wrods/Terms- avg sub,# of Misspelled Words- avg sub,# of Causation Terms- avg sub,% of generalizing terms- avg sub,% of # and quantifiers- avg sub,1st person pronouns- avg sub,2nd and 3rd person pronouns- avg sub,Exclusive term- avg sub,# of exclamation marks- avg sub,Lexical- avg sub,Singular pronouns(1st person)- avg sub,Group ref pronouns(1st person)- avg sub,2nd 3rd pronouns- avg sub
10,Iran's death toll from coronavirus climbed to 54 on Sunday as the number of confirmed cases jumped overnight to 978 people.,A spectacular restoration project at Pompeii means visitors can now visit the famed House of Lovers for the first time in 40 years.,1.0,103.0,21.0,2.0,8.0,2.0,21.0,4.904761904761905,0.0,0.0,0.0,0.0,9.523809523809524,19.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,-6.0,-2.0,-1.0,0.0,0.0,-2.0,0.17,0.0,0.0,0.0,-8.7,9.52,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,2.91,0.6,0.18,-0.28,-0.31,3.22,-0.07,0.05,-2.36,0.0,-0.81,2.94,1.08,-0.02,0.12,-0.16,-0.51,-0.08,0.43,0.0,0.0,1.08,0.0,-0.2,0.43
12,Space is increasingly becoming a place of business and there are a few ways you can invest right now.,"While there's no doubt that having your vacation interrupted by a fast-spreading virus that's infected more than 108,000 globally and killed more than 3,800 is a major inconvenience, there are surely worse places to be confined than a luxury Maldives resort.",1.0,83.0,19.0,5.0,4.0,2.0,19.0,4.368421052631579,0.0,40.0,0.0,5.263157894736842,0.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,1.0,-135.0,-22.0,-5.0,-4.0,0.0,-22.0,-0.95,0.0,10.0,0.0,2.82,-17.07,-16.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,-16.0,0.0,0.0,0.0,-12.42,-2.07,-0.08,-1.22,-0.29,2.34,-0.14,0.04,-0.16,0.0,-0.48,2.44,-1.11,-0.02,0.1,-0.08,-0.66,-0.07,0.41,0.0,0.0,-1.11,0.0,-0.18,0.41
13,Earnings estimates are plummeting in Europe. What does it mean for the U.S.?,Australia was already grappling with extreme heat and one of the worst droughts on record when devastating bushfires tore through the bone dry land.,1.0,64.0,13.0,4.0,4.0,4.0,4.666666666666667,4.923076923076923,1.0,25.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,1.0,-61.0,-11.0,1.0,-3.0,2.0,-19.33,-0.29,1.0,-8.33,0.0,0.0,-8.33,-9.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,-9.0,0.0,0.0,1.0,-18.42,-3.24,-0.14,-1.62,-0.15,0.79,-0.14,0.11,0.48,0.0,-0.64,2.05,-1.99,-0.02,0.09,-0.09,-0.68,-0.07,0.42,0.0,0.0,-1.99,0.0,-0.18,0.42
14,"While Americans work roughly 25% longer than their European peers, residents in some parts of the U.S. lead the pack. Here is a list of the 10 hardest-working cities in America.","President Donald Trump is riding into the 2020 campaign on a solid economy. Job creation remains strong, consumer sentiment is up and stocks rose 20% last year.",1.0,147.0,31.0,3.0,10.0,5.0,8.0,4.741935483870968,0.0,33.33333333333333,0.0,6.451612903225806,0.0,24.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,1.0,13.0,4.0,-2.0,-2.0,2.0,-5.5,-0.22,0.0,-6.67,0.0,-0.96,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,-18.09,-3.06,-0.27,-1.57,0.04,-0.34,-0.16,0.1,1.59,0.0,-0.34,1.71,-2.01,-0.02,0.08,-0.04,-0.56,-0.07,0.43,0.0,0.0,-2.01,0.0,-0.18,0.43
15,"One stock is out of this world in 2020. Virgin Galactic has rocketed nearly 200% higher this year, outpacing even Tesla's 105% rally for the title of hottest stock on the market.","It's the biggest sporting event in the world, but do the Olympic Games really offer a tourism transformation, or just leave cities saddled with disused venues? CNN Travel looks into the phenomenon.",1.0,147.0,32.0,4.0,12.0,3.0,16.0,4.59375,0.0,25.0,0.0,3.125,0.0,24.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,-19.0,0.0,-3.0,1.0,1.0,0.0,-0.59,-1.0,25.0,0.0,3.12,0.0,-4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,-17.8,-2.83,-0.31,-1.4,0.08,-0.82,-0.18,0.09,2.04,0.0,-0.29,1.41,-2.04,-0.02,0.07,-0.05,-0.34,-0.07,0.38,0.0,0.0,-2.04,0.0,-0.18,0.38
16,"Residents of Moria, a village on the Greek island of Lesvos — a holding station for refugees from the Middle East and Africa seeking asylum in the EU — are fearing their safety as living conditions deteriorate and crime escalates due to a backlog of cases and…","Normally a tourist hotspot, Kyoto, Japan is now surprisingly empty of travelers -- and a local ad campaign is capitalizing on the fact.",1.0,214.0,47.0,6.0,22.0,1.0,47.0,4.553191489361702,0.0,16.666666666666664,0.0,0.0,4.25531914893617,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,0.0,1.0,101.0,24.0,3.0,14.0,-1.0,24.0,-0.36,0.0,-50.0,0.0,0.0,4.26,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,1.0,-13.6,-1.76,-0.24,-0.66,-0.0,0.58,-0.21,0.08,1.95,0.0,-0.43,1.4,-1.47,-0.02,0.06,-0.06,-0.37,-0.07,0.4,0.0,0.0,-1.47,0.0,-0.18,0.4
17,"U.S. stock futures, in a highly volatile overnight session, were actually pointing to a steady Wall Street open Wednesday.",SpaceX has signed a deal with a space tourism company to organize a trip orbiting the Earth for a handful of adventurous travelers.,1.0,104.0,19.0,2.0,7.0,4.0,6.666666666666667,5.473684210526316,0.0,50.0,0.0,5.263157894736842,5.263157894736842,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,-5.0,-4.0,-2.0,-2.0,2.0,-16.33,0.73,0.0,50.0,0.0,0.92,5.26,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,-15.98,-2.35,-0.39,-0.83,0.09,-0.42,-0.18,0.07,3.72,0.0,-0.26,1.45,-1.91,-0.02,0.06,-0.07,-0.41,-0.07,0.35,0.0,0.0,-1.91,0.0,-0.19,0.35
18,"Emerging market (EM) central banks will likely begin more aggressive loosening of monetary policy following the U.S. Federal Reserve's emergency interest rate cut, analysts anticipate.","From towering Star Wars sculptures and a 100-meter-long snow slide to food and parties, Sapporo's snow festival is a major tourism magnet for Japan's northernmost prefecture of Hokkaido.",1.0,160.0,25.0,5.0,13.0,4.0,8.666666666666666,6.4,0.0,0.0,0.0,0.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,-3.0,2.0,1.0,2.0,-19.33,0.72,0.0,-33.33,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-15.16,-2.57,-0.37,-0.67,0.18,-1.21,-0.1,0.07,2.68,0.0,-0.39,1.63,-1.88,-0.02,0.05,-0.08,-0.44,-0.07,0.31,0.0,0.0,-1.88,0.0,-0.19,0.31
19,"As neighboring Iceland gets more crowded, visitors are flocking to quieter, wilder Greenland. The world's largest island offers fjords, glaciers and unimaginable beauty, alongside whale watching and polar bear sightings — if you can stand the cold.","Hawaii, historically marketed as a playground full of escapist pleasures, finds itself needing to course correct. Seeking more responsible guests, the islands are looking for a bit of restraint -- and deference from visitors to the tropical paradise.",1.0,212.0,37.0,7.0,13.0,3.0,18.5,5.72972972972973,0.0,14.285714285714285,0.0,5.405405405405405,8.108108108108109,35.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,-0.5,0.12,0.0,-2.38,0.0,-2.49,8.11,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,-11.83,-2.17,-0.25,-0.53,0.2,-1.42,-0.06,0.06,2.45,0.0,-0.23,1.8,-1.35,-0.02,0.04,-0.09,-0.46,-0.07,0.33,0.0,0.0,-1.35,0.0,-0.19,0.33
20,"As more coronavirus (COVID-19) cases spread around the globe, travelers going to Italy or on a cruise may be concerned what it means for their plans. Here, health and insurance experts weigh in about whether or not you should cancel a trip, plus share the bes…","Trip.com, China's largest online travel platform, is feeling so much pain from the novel coronavirus outbreak that CEO Jane Sun and chairman James Liang will stop taking salaries to help the company cope with losses.",1.0,215.0,46.0,9.0,14.0,2.0,23.0,4.673913043478261,0.0,11.11111111111111,0.0,0.0,2.1739130434782608,40.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,40.0,0.0,0.0,3.0,33.0,11.0,3.0,-4.0,-1.0,5.0,-0.53,0.0,-5.56,0.0,0.0,-6.4,7.0,0.0,-1.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,3.0,-8.67,-1.37,-0.05,-0.36,0.18,-1.41,-0.08,0.06,2.09,0.0,-0.35,1.68,-0.64,-0.02,0.04,-0.1,-0.49,-0.07,0.44,0.0,0.0,-0.64,0.0,-0.19,0.44
21,South Korea's viral outbreak surged and millions of children in Japan stayed home from school Monday as officials wrestled with the epidemic in more than 60 countries.,"Richard Branson's Virgin Galactic has been on a tear this year. The stock is up 200% so far in 2020 and even rallied Monday as the Dow plummeted more than 1,000 points. Apparently in space, nobody can hear you scream coronavirus (or bubble).",1.0,141.0,27.0,3.0,12.0,2.0,27.0,5.222222222222222,0.0,0.0,0.0,0.0,7.4074074074074066,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,-58.0,-16.0,-4.0,-3.0,-2.0,12.67,0.59,0.0,-28.57,0.0,0.0,5.08,-16.0,0.0,-1.0,0.0,-2.0,0.0,-1.0,0.0,0.0,-16.0,0.0,0.0,-1.0,-9.16,-1.51,-0.14,-0.29,0.16,-1.21,-0.08,0.05,1.26,0.0,-0.45,1.8,-0.67,-0.02,0.03,-0.11,-0.46,-0.07,0.4,0.0,0.0,-0.67,0.0,-0.19,0.4
22,South Korea's viral outbreak surged and millions of children in Japan stayed home from school Monday as officials in more than 60 countries wrestled with the epidemic.,The incident provided a moment of levity to the town that's in the midst of the coronavirus crisis -- which has hit northern Italy the hardest.,1.0,141.0,27.0,3.0,12.0,2.0,27.0,5.222222222222222,0.0,0.0,0.0,0.0,7.4074074074074066,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,23.0,1.0,-1.0,4.0,0.0,1.0,0.68,0.0,0.0,0.0,-3.85,3.56,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,-9.61,-1.64,-0.22,-0.22,0.13,-1.03,-0.07,0.05,0.5,0.0,-0.55,1.91,-0.7,-0.02,0.03,-0.11,-0.44,-0.08,0.36,0.0,0.0,-0.7,0.0,-0.19,0.36
23,"As the criminal trial of four men charged with the destruction of Flight MH17 begins in the Netherlands, victims' families demand the Kremlin’s highest representatives be held responsible.","Niue, a Polynesian island about halfway between Fiji and the Cook Islands, has been singled out by the International Dark-Sky Association, an organization that works to end light pollution and give people more opportunities to see the stars.",1.0,161.0,28.0,5.0,12.0,2.0,28.0,5.75,0.0,20.0,0.0,0.0,7.142857142857142,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,-43.0,-10.0,-2.0,-2.0,0.0,-10.0,0.38,0.0,5.71,0.0,-2.63,7.14,-9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,0.0,-9.18,-1.72,-0.21,-0.16,0.12,-0.82,-0.04,0.05,0.64,0.0,-0.64,2.0,-0.86,-0.02,0.03,-0.12,-0.42,-0.08,0.33,0.0,0.0,-0.86,0.0,-0.19,0.33
24,"Rio Tinto, formerly Alcan, which built a reservoir to power the aluminum smelter in Kitimat, B.C., has signed a New Day agreement with the Cheslatta Nation, promoting the social and economic well-being of the Cheslatta, through training, employment, business …","Egypt has reopened the 4,700-year-old Djoser pyramid after 14 years.",1.0,221.0,40.0,4.0,20.0,3.0,14.0,5.525,0.0,0.0,0.0,2.5,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,162.0,30.0,2.0,16.0,1.0,4.0,-0.38,0.0,0.0,0.0,2.5,0.0,24.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,-6.39,-1.31,-0.24,0.21,0.14,-1.19,-0.02,0.04,-0.03,0.0,-0.62,1.8,-0.52,-0.02,0.02,-0.12,-0.44,-0.08,0.3,0.0,0.0,-0.52,0.0,-0.19,0.3
25,"Before the 2010 Winter Olympics, the $600-million upgrade to the Sea-to-Sky Highway was a lightning rod for protest. Ten years after the Games, the project improved safety but also changed living and commuting in the region.","A Mexican national has been arrested and charged with acting as a Russian agent within the United States, the Justice Department said Tuesday.",1.0,189.0,36.0,3.0,15.0,3.0,18.0,5.25,0.0,33.33333333333333,0.0,2.7777777777777777,2.7777777777777777,30.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,69.0,13.0,-3.0,9.0,1.0,-5.0,0.03,0.0,16.67,0.0,2.78,2.78,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,-5.05,-1.09,-0.31,0.36,0.16,-1.38,-0.02,0.04,0.63,0.0,-0.59,1.72,-0.36,-0.02,0.02,-0.13,-0.39,-0.08,0.28,0.0,0.0,-0.36,0.0,-0.19,0.28
26,The bubble has popped this week in the space tourism play and losses are accelerating Thursday.,"Italy has imposed the most draconian lockdown outside mainland China as it attempts to control Europe's biggest outbreak of the novel coronavirus, restricting the movements of more than 10 million people in the northern part of the country.",1.0,80.0,16.0,4.0,7.0,2.0,16.0,5.0,0.0,25.0,0.0,0.0,6.25,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,-123.0,-22.0,-1.0,-3.0,0.0,-22.0,-0.34,0.0,25.0,0.0,0.0,0.99,-14.0,0.0,0.0,-1.0,-2.0,0.0,-1.0,0.0,0.0,-14.0,0.0,0.0,-1.0,-7.84,-1.62,-0.33,0.21,0.14,-1.62,-0.02,0.04,0.94,0.0,-0.66,1.78,-0.73,-0.02,0.02,-0.13,-0.41,-0.08,0.25,0.0,0.0,-0.73,0.0,-0.19,0.25
